backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,gate_decision_steps,gate_outcome_divergence_steps__0.0000,gate_outcome_divergence_steps__0.0200,gate_outcome_divergence_steps__0.0500,gate_outcome_divergence_steps__0.1000,gate_outcome_divergence_steps__0.2000,gate_outcome_divergence_steps__0.3000,gate_outcome_divergence_steps__0.5000,gate_outcome_divergence_steps__1.0000,gate_skip_steps__0.0000,gate_skip_steps__0.0200,gate_skip_steps__0.0500,gate_skip_steps__0.1000,gate_skip_steps__0.2000,gate_skip_steps__0.3000,gate_skip_steps__0.5000,gate_skip_steps__1.0000,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
0.0,0.0,0.0,0.0,4.114949584007263,1,,,2.0,4,0.6871665,0.7079416500000001,0.7097883300000001,1.374333,2,1,,0,,0.608708,1130048,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.03593233972787857,SwitchGLOBE Exact,12.0,0.004067659378051758,0.0,1.0,3010,4.0,,1.0,ood_sparse,2,0.0,0.0,0.5,10.622542238235475,77,2,1.1330448824680417
0.0,0.0,0.0,0.0,4.850749254226685,1,,,2.0,4,0.7006455,0.7587895499999999,0.76395791,1.401291,2,1,,0,,0.5578749999999999,1130049,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,1.7206437895768207,0.09696992238362634,0.0,1.0,3010,3.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.472381782531738,77,2,1.3250970281740453
0.0,0.0,0.0,0.0,5.483412027359009,1,,,2.0,4,0.7251045,0.76914825,0.77306325,1.450209,2,1,,0,,0.44158200000000003,1130050,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,4.051899850645008,0.05164448420206702,0.0,1.0,3010,3.375,,2.0,ood_sparse,2,0.0,0.0,0.5,10.878927373886109,77,2,1.6728078367502364
0.0,0.0,0.0,0.0,3.741836428642273,1,,,2.0,4,0.6430415,0.64457915,0.64471583,1.286083,2,1,,0,,0.571,1130051,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,3.41285442909048,0.0696009794871012,0.0,1.0,3010,3.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.4228262424469,77,2,0.9660551380699269
0.0,0.0,0.0,0.0,1.7457952499389648,0,,,,4,0.6555835,0.66915865,0.67036533,1.311167,,0,agent_drop,1,,0.320333,1130052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,1,0,4002,0,,0.28995195403695107,SwitchGLOBE Exact,11.622629507795384,0.4180682500203451,1.0,,2994,1.75,,0.0,ood_sparse,2,0.0,0.0,0.0,-5.170619058609009,77,1,0.3386445616343836
0.0,1.0,0.0,0.0,3.237663149833679,1,,,2.0,4,0.6753955,0.71265145,0.7159630899999999,1.350791,2,1,,0,,0.749582,1130053,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.38159966468811035,0.0,1.0,3010,3.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.435068583488464,77,2,0.5947747057484223
0.0,0.0,0.0,0.0,3.7715675830841064,1,,,2.0,4,0.6883334999999999,0.72823365,0.73178033,1.3766669999999999,2,1,,0,,0.568084,1130054,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,4.708170198813031,0.23625493049621582,0.0,1.0,3010,2.75,,2.0,ood_sparse,2,0.0,0.0,0.5,10.492893934249878,77,2,0.8267936355478077
0.0,0.0,0.0,0.0,6.281734108924866,1,,,3.0,6,0.659208,0.9431958,0.96843916,2.26225,3,1,,0,,1.1124580000000002,1130055,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.14837733904520667,0.0,1.0,4515,4.875,,3.0,ood_sparse,3,0.0,0.0,0.3333333333333333,10.417057061195374,77,3,1.4975011460080008
0.0,0.0,0.0,0.0,3.3113361597061157,1,,,2.0,4,0.881146,1.0515277,1.06667274,1.762292,2,1,,0,,0.522875,1130056,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.27421371142069495,0.0,1.0,3010,3.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.398533582687378,77,2,0.6696440148269938
0.0,0.0,0.0,0.0,5.799400806427002,1,,,3.0,6,0.645959,0.647984,0.6481640000000001,1.925168,3,1,,0,,1.074584,1130057,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.0,SwitchGLOBE Exact,1.5426015602017717,0.10271310806274414,0.0,1.0,4515,4.75,,3.0,ood_sparse,3,0.0,0.0,0.3333333333333333,10.846423053741454,77,3,1.379122517134726
0.0,0.0,0.0,0.0,2.1886446475982666,0,,,,4,0.6461665,0.65936635,0.66053967,1.292333,,0,agent_drop,1,,0.307501,1130058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1,2,1,0,4002,0,,0.31480981409549713,SwitchGLOBE Exact,12.0,0.27045178413391113,1.0,,2994,1.75,,0.0,ood_sparse,2,0.0,0.0,0.0,-4.8035091876983635,77,1,0.5322405992733934
0.0,0.0,0.0,0.0,5.257526397705078,1,,,2.0,4,0.6271249999999999,0.6306125,0.6309225,1.2542499999999999,2,1,,0,,0.37350099999999997,1130059,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.016023434698581696,SwitchGLOBE Exact,12.0,0.023976564407348633,0.0,1.0,3010,2.0,,1.0,ood_sparse,2,0.0,0.0,0.5,10.847946119308471,77,2,1.5555512667769134
0.0,0.0,0.0,0.0,5.133826732635498,1,,,2.0,4,0.772667,0.8666423,0.87499566,1.545334,2,1,,0,,0.730208,1130060,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.1337176958719889,0.0,1.0,3010,3.75,,2.0,ood_sparse,2,0.0,0.0,0.5,10.670120000839233,77,2,1.4644586625655747
0.0,0.0,0.0,0.0,4.299288511276245,1,,,2.0,4,0.642417,0.6521298,0.6529931600000001,1.284834,2,1,,0,,0.38591600000000004,1130061,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.2139061292012533,0.0,1.0,3010,3.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.51917781829834,77,2,1.0365555494295537
0.0,0.0,0.0,0.0,4.870718955993652,1,,,2.0,4,0.7299585,0.7918708499999999,0.79737417,1.459917,2,1,,0,,0.680333,1130062,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.12968905766805017,0.0,1.0,3010,2.625,,2.0,ood_sparse,2,0.0,0.0,0.5,10.730081367492676,77,2,1.324844841766157
0.0,0.0,0.0,0.0,5.2842936515808105,1,,,2.0,4,0.7726875,0.80705625,0.8101112500000001,1.545375,2,1,,0,,0.435793,1130063,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,5.994299884876073,0.10982124010721839,0.0,1.0,3010,3.125,,2.0,ood_sparse,2,0.0,0.0,0.5,10.603827953338623,77,2,1.551499068916971
0.0,0.0,0.0,0.0,3.6773141622543335,1,,,2.0,4,0.6698955,0.6870895499999999,0.6886179099999999,1.339791,2,1,,0,,0.54725,1130064,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.29318245251973474,0.0,1.0,3010,2.875,,2.0,ood_sparse,2,0.0,0.0,0.5,10.53358166217804,77,2,0.7689041334122524
0.0,0.0,0.0,0.0,4.682603359222412,1,,,2.0,4,0.6894585,0.72459585,0.7277191700000001,1.378917,2,1,,0,,0.731,1130065,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.016138292849063873,SwitchGLOBE Exact,12.0,0.023861726125081417,0.0,1.0,3010,2.375,,1.0,ood_sparse,2,0.0,0.0,0.5,10.736373209953308,77,2,1.2947545325500616
0.0,0.0,0.0,0.0,3.7289064526557922,1,,,2.0,4,0.637625,0.6447124999999999,0.6453424999999999,1.27525,2,1,,0,,0.376791,1130066,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.05507238705952966,0.0,1.0,3010,3.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.442728590965272,77,2,0.9817167533436257
0.0,0.0,0.0,0.0,3.7322198152542114,1,,,2.0,4,0.7494585,0.83859585,0.84651917,1.498917,2,1,,0,,0.46687500000000004,1130067,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.3358191251754761,0.0,1.0,3010,2.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.416746497154236,77,2,0.7774114264962719
0.0,0.0,0.0,0.0,5.5310680866241455,1,,,2.0,4,0.6732085,0.68588365,0.68701033,1.346417,2,1,,0,,0.589332,1130068,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.02044133096933365,SwitchGLOBE Exact,12.0,0.01955866813659668,0.0,1.0,3010,3.375,,1.0,ood_sparse,2,0.0,0.0,0.5,10.879545831680298,77,2,1.7064623671199937
0.0,0.0,0.0,0.0,5.38147759437561,1,,,4.0,6,0.6319165,0.63427855,0.6344885100000001,1.263833,2,1,,0,,0.5862499999999999,1130069,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,0,4002,0,1.0,0.03204510360956192,SwitchGLOBE Exact,12.0,0.00795491536458337,0.0,0.6666666666666666,3010,2.0,,1.0,ood_sparse,2,0.0,0.0,0.5,10.715841054916382,77,2,1.6270058693775822
0.0,0.0,0.0,0.0,3.4915927052497864,1,,,2.0,4,0.672104,0.7138973,0.71761226,1.344208,2,1,,0,,0.615208,1130070,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.04887016614278161,0.0,1.0,3010,3.125,,2.0,ood_sparse,2,0.0,0.0,0.5,10.46535096168518,77,2,0.9499038863182632
0.0,0.0,0.0,0.0,3.6766146421432495,1,,,2.0,4,0.6868540000000001,0.7275601,0.73117842,1.3737080000000002,2,1,,0,,0.460916,1130071,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.11601956685384118,0.0,1.0,3010,3.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.53328001499176,77,2,0.8980831238796898
0.0,0.0,0.0,0.0,4.0479735136032104,1,,,2.0,4,0.630687,0.6344183999999999,0.63475008,1.261374,2,1,,0,,0.433833,1130072,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.031916238367557526,SwitchGLOBE Exact,12.0,0.00808374087015784,0.0,1.0,3010,3.0,,1.0,ood_sparse,2,0.0,0.0,0.5,10.434527921676635,77,2,1.1116385190093072
0.0,0.0,0.0,0.0,4.484566330909729,1,,,2.0,4,0.6270215,0.63382775,0.63443275,1.254043,2,1,,0,,0.502874,1130073,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.13693594932556152,0.0,1.0,3010,3.875,,2.0,ood_sparse,2,0.0,0.0,0.5,10.457309675216674,77,2,1.144039919787608
0.0,0.0,0.0,0.0,5.124671697616577,1,,,2.0,4,0.7046045,0.77707295,0.78351459,1.409209,2,1,,0,,0.442,1130074,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.017848923802375793,SwitchGLOBE Exact,0.9858128929010121,0.049195289611816406,0.0,1.0,3010,3.125,,1.0,ood_sparse,2,0.0,0.0,0.5,10.809495878219604,77,2,1.4777134248850783
0.0,0.0,0.0,0.0,4.319547414779663,1,,,2.0,4,0.7207494999999999,0.75153715,0.75427383,1.4414989999999999,2,1,,0,,0.45916599999999996,1130075,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.2683175404866537,0.0,1.0,3010,3.375,,2.0,ood_sparse,2,0.0,0.0,0.5,10.604866743087769,77,2,1.036859266446407
0.0,0.0,0.0,0.0,5.587924957275391,1,,,2.0,4,0.6534165000000001,0.66369135,0.66460467,1.3068330000000001,2,1,,0,,0.527792,1130076,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.053973038991292355,0.0,1.0,3010,3.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.709909915924072,77,2,1.7351495034757942
0.0,0.0,0.0,0.0,4.9569902420043945,1,,,2.0,4,0.6449374999999999,0.64645625,0.64659125,1.2898749999999999,2,1,,0,,0.593334,1130077,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,1.678053870089619,0.050289710362752316,0.0,1.0,3010,3.625,,2.0,ood_sparse,2,0.0,0.0,0.5,10.773409891128539,77,2,1.3956242049911478
0.0,0.0,0.0,0.0,4.765340328216553,1,,,2.0,4,0.6871665,0.74011665,0.74482333,1.374333,2,1,,0,,0.581709,1130078,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,10.505818809579456,0.12231969833374023,0.0,1.0,3010,2.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.743329429626465,77,2,1.2755116930724044
0.0,0.0,0.0,0.0,5.05211329460144,1,,,4.0,6,0.654021,0.6684768,0.66976176,1.308042,2,1,,0,,0.49399899999999997,1130079,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.05751069386800134,0.0,0.6666666666666666,3010,3.125,,2.0,ood_sparse,2,0.0,0.0,0.5,10.740175151824952,77,2,1.43818020882565
0.0,0.0,0.0,0.0,4.376695156097412,1,,,2.0,4,0.7113119999999999,0.7668680999999999,0.77180642,1.4226239999999999,2,1,,0,,0.41725,1130080,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.18633270263671875,0.0,1.0,3010,2.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.643992567062378,77,2,1.0783776277233856
0.0,0.0,0.0,0.0,3.802633047103882,1,,,2.0,4,0.6323125,0.6440687500000001,0.64511375,1.264625,2,1,,0,,0.754208,1130081,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,7.741571142151075,0.2238316535949707,0.0,1.0,3010,3.75,,2.0,ood_sparse,2,0.0,0.0,0.5,10.55789713859558,77,2,0.8438876779213602
0.0,0.0,0.0,0.0,4.439903497695923,1,,,2.0,4,0.6915625,0.73541905,0.73931741,1.383125,2,1,,0,,0.402416,1130082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,9.379080205962197,0.10061772664388025,0.0,1.0,3010,2.875,,2.0,ood_sparse,2,0.0,0.0,0.5,10.413950395584108,77,2,1.1459680651894675
0.0,0.0,0.0,0.0,5.971953630447388,1,,,3.0,6,0.648125,0.6501122,0.6502888400000001,1.931249,3,1,,0,,0.922543,1130083,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.0,SwitchGLOBE Exact,10.434598489901422,0.10617184638977051,0.0,1.0,4515,4.75,,3.0,ood_sparse,3,0.0,0.0,0.3333333333333333,10.561892676353455,77,3,1.4291346180065843
0.0,0.0,0.0,0.0,3.4430781602859497,1,,,2.0,4,0.6298954999999999,0.64345175,0.64465675,1.2597909999999999,2,1,,0,,0.369708,1130084,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.4087947209676107,0.0,1.0,3010,3.375,,2.0,ood_sparse,2,0.0,0.0,0.5,10.46402223110199,77,2,0.6592019540165301
0.0,0.0,0.0,0.0,3.2687625885009766,1,,,2.0,4,0.621562,0.6293056,0.62999392,1.243124,2,1,,0,,0.368,1130085,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.21624978383382165,0.0,1.0,3010,3.375,,2.0,ood_sparse,2,0.0,0.0,0.5,10.446180474758147,77,2,0.7078008635679806
0.0,0.0,0.0,0.0,4.023096084594727,1,,,2.0,4,0.6981455,0.7593270499999999,0.76476541,1.396291,2,1,,0,,0.400875,1130086,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.17717909812927246,0.0,1.0,3010,3.5,,2.0,ood_sparse,2,0.0,0.0,0.5,10.576520061492921,77,2,0.9455770080049888
0.0,0.0,0.0,0.0,3.415059447288513,1,,,2.0,4,0.624833,0.639008,0.6402680000000001,1.249666,2,1,,0,,0.420333,1130087,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.2762733300526937,0.0,1.0,3010,2.875,,2.0,ood_sparse,2,0.0,0.0,0.5,10.430195713043211,77,2,0.6956954100044012
0.0,0.0,0.0,0.0,4.095210671424866,1,,,2.0,4,1.0356665,1.25039165,1.26947833,2.071333,2,1,,0,,0.955625,1130088,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,4.231716011548594,0.1989123821258545,0.0,1.0,3010,2.625,,2.0,ood_sparse,2,0.0,0.0,0.5,10.563354396820069,77,2,0.9598177513075399
0.0,0.0,0.0,0.0,3.313915252685547,1,,,2.0,4,0.7846660000000001,0.872416,0.880216,1.5693320000000002,2,1,,0,,0.512208,1130089,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.26001103719075525,0.0,1.0,3010,4.0,,2.0,ood_sparse,2,0.0,0.0,0.5,10.452517318725585,77,2,0.6805528899308734
0.0,0.0,0.0,0.0,5.9477773904800415,1,,,3.0,6,0.630583,0.6842833,0.68905666,1.93575,3,1,,0,,0.806624,1130090,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.009626246988773346,SwitchGLOBE Exact,5.515337227155252,0.03037373224894202,0.0,1.0,4515,5.125,,2.0,ood_sparse,3,0.0,0.0,0.3333333333333333,10.646539640426637,77,3,1.6778591195776171
0.0,0.0,0.0,0.0,3.471124291419983,1,,,2.0,4,0.6176459999999999,0.6225024,0.62293408,1.2352919999999998,2,1,,0,,0.37625,1130091,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.07659331957499182,0.0,1.0,3010,2.625,,2.0,ood_sparse,2,0.0,0.0,0.5,10.393957388401033,77,2,0.9072650938836739
0.0,0.0,0.0,0.0,2.9419381618499756,1,,,2.0,4,0.616188,0.6194694,0.61976108,1.232376,2,1,,0,,0.444333,1130092,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.2589066823323568,0.0,1.0,3010,2.625,,2.0,ood_sparse,2,0.0,0.0,0.5,10.380260848999022,77,2,0.6066048189519948
