action_sequence,backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,node_trajectory,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
"[6,0,5]",0.0,0.0,0.0,0.0,6.874256014823914,1,,,3.0,6,1.874494,1.884196,1.8850584,5.6221119999999996,3,1,,0,,1.8746690000000001,1100010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Historical Untrained Local,8.118479691228213,0.3382644057273865,0.0,"[1,6,0,5]",1.0,3699,4.125,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.867658352851867,77,3,1.006123737122551
"[5,6,4]",0.0,0.0,0.0,0.0,10.984585285186768,1,,,1.0,4,1.885964,1.8919472,1.89247904,5.638921,3,1,,0,,1.972011,1100011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,0.4036857180797547,0.016938984394073486,0.0,"[3,5,6,4]",1.5,3699,3.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.664109158515929,77,3,2.5313797237612548
"[5,2]",0.0,0.0,0.0,0.0,4.979211449623108,1,,,2.0,4,1.858041,1.8602163,1.86040966,3.716082,2,1,,0,,1.848887,1100012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.06158322095870972,0.0,"[0,5,2]",1.0,2466,2.5,,0.0,heldout_medium,2,0.0,0.0,0.5,10.700611901283265,77,2,0.97449848326566
"[7,1,0,2]",0.0,0.0,0.0,0.0,12.870383739471436,1,,,0.0,4,1.8647369999999999,1.8753009,1.8763249800000001,7.452635,4,1,,0,,4.4563,1100013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.10766619443893433,0.0,"[4,7,1,0,2]",2.0,4932,5.125,,0.0,heldout_medium,4,0.0,0.0,0.25,10.745189809799195,77,4,2.6213987208084077
"[5,4,7,3]",0.0,0.0,0.0,0.0,10.018607497215271,1,,,0.0,4,2.1637885,2.2073506999999997,2.2111549399999997,8.656908999999999,4,1,,0,,4.150292,1100014,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,4.77608001992158,0.15781170129776,0.0,"[0,5,4,7,3]",2.0,4932,6.375,,0.0,heldout_medium,4,0.0,0.0,0.25,10.629837024211882,77,4,1.6686614999520168
"[6,2,4]",0.0,0.0,0.0,0.0,8.631807327270508,1,,,1.0,4,1.906747,2.1769441,2.20096162,5.9503509999999995,3,1,,0,,2.241672,1100015,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.1264970898628235,0.0,"[1,6,2,4]",1.5,3699,5.25,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.513173794746399,77,3,1.6000836377606404
"[0,2,6]",0.0,0.0,0.0,0.0,6.770340085029602,1,,,1.0,4,1.866421,1.8693172,1.86957464,5.563631,3,1,,0,,2.062476,1100016,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,3.6976835557762664,0.21159017086029053,0.0,"[4,0,2,6]",1.5,3699,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.6177583694458,77,3,1.0333653277633816
"[2,7,0]",0.0,0.0,0.0,0.0,8.379584789276123,1,,,1.0,4,1.865912,1.8726935,1.8732963,5.57175,3,1,,0,,2.5947430000000002,1100017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,7.545406659327377,0.16553372144699097,0.0,"[1,2,7,0]",1.5,3699,4.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.600491619110107,77,3,1.5532393631939598
"[4,3,0,6]",0.0,0.0,0.0,0.0,10.68579387664795,1,,,0.0,4,1.8689065,1.8796730000000001,1.8806690000000001,7.473259,4,1,,0,,4.273099,1100018,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,9.062347505865079,0.01752227544784546,0.0,"[5,4,3,0,6]",2.0,4932,5.875,,0.0,heldout_medium,4,0.0,0.0,0.25,10.900817012786865,77,4,2.063723257373667
"[6,7,2,32]",0.0,0.0,0.0,0.0,8.391426801681519,0,,,,6,1.865299,1.8923912,1.89529184,7.40909,,0,agent_drop,1,,3.3420579999999998,1100019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.19369417428970337,0.0,"[4,6,7,2]",,4932,4.125,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.298935890197754,77,3,1.5191213287555847
"[2,3,7,1,4,32]",0.0,0.0,0.0,0.0,13.51312255859375,0,,,,4,1.8691909999999998,1.884911,1.8858382,11.134051,,0,agent_drop,1,,5.397025,1100020,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0,12006,0,,0.0,Historical Untrained Local,10.792981780581593,0.0176924467086792,0.0,"[5,2,3,7,1,4]",,7398,7.25,,0.0,heldout_medium,6,0.0,0.0,0.0,-5.440708792209625,77,5,2.62699301604777
"[1,7,6,2,0,3]",0.0,0.0,0.0,0.0,13.892591089010239,0,,,-2.0,4,1.8620014999999999,1.9258215,1.9392611,11.217758,6,1,,0,,5.72495,1100021,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,12.0,0.002139449119567871,0.0,"[4,1,7,6,2,0,3]",3.0,7398,10.5,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.263365888595581,77,6,2.877715961117751
"[3,5,1,4,2,7]",0.0,0.0,0.0,0.0,17.172252655029297,0,,,-2.0,4,1.867029,1.89039825,1.89087485,11.23785,6,1,,0,,5.765155999999999,1100022,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,1.1940090899167481,0.059296369552612305,0.0,"[6,3,5,1,4,2,7]",3.0,7398,7.375,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.436363685131072,77,6,3.313349622775881
"[0,4,3,2,7]",0.0,0.0,0.0,0.0,14.046492576599121,0,,,-1.0,4,1.870448,1.877745,1.8785794,9.307068,5,1,,0,,4.657313,1100023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,5.325795117791057,0.10198849439620972,0.0,"[1,0,4,3,2,7]",2.5,6165,6.875,,0.0,heldout_medium,5,0.0,0.0,0.2,10.421784591674804,77,5,2.555295693587915
"[5,3,32]",0.0,0.0,0.0,0.0,3.179178833961487,0,,,,4,1.882114,1.8914956,1.89232952,5.561504,,0,agent_drop,1,,2.470537,1100024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,6003,0,,0.0,Historical Untrained Local,12.0,0.5831688344478607,0.0,"[1,5,3]",,3699,3.25,,0.0,heldout_medium,3,0.0,0.0,0.0,-5.419585132598876,77,2,0.316604660365976
"[2,7,4,3,5]",0.0,0.0,0.0,0.0,10.913641691207886,0,,,-1.0,4,1.868153,1.882179,1.8840558,9.333309,5,1,,0,,7.67789,1100025,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,10.183240181633373,0.12293726205825806,0.0,"[0,2,7,4,3,5]",2.5,6165,8.625,,0.0,heldout_medium,5,0.0,0.0,0.2,10.690479612350464,77,5,1.7725728036234134
"[4,5]",0.0,0.0,0.0,0.0,4.231948375701904,1,,,2.0,4,1.8541245,1.85666655,1.85689251,3.708249,2,1,,0,,2.3909960000000003,1100026,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.37028998136520386,0.0,"[3,4,5]",1.0,2466,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.642943477630615,77,2,0.579955960788574
"[0,5,6]",0.0,0.0,0.0,0.0,9.89401125907898,1,,,1.0,4,1.848462,1.8773394,1.8799062800000002,5.5653950000000005,3,1,,0,,4.3542380000000005,1100027,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.007926881313323975,0.0,"[1,0,5,6]",1.5,3699,4.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.660439336299897,77,3,2.12427109160247
"[6,7,4,32]",0.0,0.0,0.0,0.0,7.166573405265808,0,,,,4,1.8641865,1.87720135,1.8788922700000001,7.38741,,0,agent_drop,1,,3.051273,1100028,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.20835846662521362,0.0,"[1,6,7,4]",,4932,4.875,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.460277271270751,77,3,1.1331590803325513
"[1,0]",0.0,0.0,0.0,0.0,6.631612539291382,1,,,2.0,4,1.8559815,1.85777745,1.85793709,3.711963,2,1,,0,,1.080882,1100029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,5.154364168098071,0.024061918258666992,0.0,"[3,1,0]",1.0,2466,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,11.047747611999512,77,2,1.4175314730174229
"[1,3,4,7]",0.0,0.0,0.0,0.0,9.791698813438416,1,,,0.0,4,1.860601,1.8706963,1.87210726,7.449537,4,1,,0,,3.720608,1100030,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,5.234744399889539,0.20555442571640015,0.0,"[6,1,3,4,7]",2.0,4932,5.5,,0.0,heldout_medium,4,0.0,0.0,0.25,10.317062282562254,77,4,1.7847742011451269
"[3,32]",0.0,0.0,0.0,0.0,2.502676010131836,0,,,,4,1.8354970000000002,1.8692929,1.87229698,3.6709940000000003,,0,agent_drop,1,,1.409801,1100031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,4002,0,,0.0,Historical Untrained Local,12.0,0.374330997467041,0.0,"[6,3]",,2466,1.25,,0.0,heldout_medium,2,0.0,0.0,0.0,-5.600368213653564,77,1,0.39146170073058784
"[4,3,6,5]",0.0,0.0,0.0,0.0,8.42388367652893,1,,,0.0,4,1.860342,1.8685161,1.8696568199999999,7.442114999999999,4,1,,0,,4.299364,1100032,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.2680380940437317,0.0,"[0,4,3,6,5]",2.0,4932,6.625,,0.0,heldout_medium,4,0.0,0.0,0.25,10.77304849624634,77,4,1.2708312481529909
"[7,4,2]",0.0,0.0,0.0,0.0,4.253889858722687,1,,,1.0,4,1.873136,1.8828434,1.8837062800000002,5.624653,3,1,,0,,2.94907,1100033,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.385206401348114,0.0,"[5,7,4,2]",1.5,3699,5.125,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.445547103881836,77,3,0.4813681818197548
"[5,6,7]",0.0,0.0,0.0,0.0,7.831977963447571,1,,,1.0,4,1.859887,1.8796663,1.88142446,5.5973,3,1,,0,,2.522418,1100034,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.23374032974243164,0.0,"[1,5,6,7]",1.5,3699,4.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.03776969909668,77,3,1.3399084450212664
"[0,3,4]",0.0,0.0,0.0,0.0,9.343380212783813,1,,,3.0,6,1.885432,1.9018885,1.9033513000000002,5.627325,3,1,,0,,2.1205030000000002,1100035,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.0011911392211914062,0.0,"[1,0,3,4]",1.0,3699,3.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.395066595077516,77,3,1.9025007236626443
"[6,1,3,32]",0.0,0.0,0.0,0.0,8.52246880531311,0,,,,4,1.861481,1.88378705,1.88513021,7.406911,,0,agent_drop,1,,2.9006,1100036,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,6.308632120461116,0.04337567090988159,0.0,"[4,6,1,3]",,4932,4.25,,0.0,heldout_medium,4,0.0,0.0,0.0,-6.276910638809204,77,3,1.661845418010703
"[0,2,1]",0.0,0.0,0.0,0.0,9.534406185150146,1,,,1.0,4,1.910042,1.9296997999999999,1.9314471599999998,5.718776,3,1,,0,,2.890916,1100037,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,7.398014439014195,0.07197898626327515,0.0,"[6,0,2,1]",1.5,3699,4.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.561417484283448,77,3,1.9262146584678206
"[6,1,5,3,7]",0.0,0.0,0.0,0.0,11.732775807380676,0,,,-1.0,4,1.858719,1.888883,1.8929542,9.301785,5,1,,0,,6.044814,1100038,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,12.0,0.04036128520965576,0.0,"[4,6,1,5,3,7]",2.5,6165,8.0,,0.0,heldout_medium,5,0.0,0.0,0.2,10.529162454605101,77,5,2.1568587348060726
"[6,5,3,4,0]",0.0,0.0,0.0,0.0,13.213269352912903,1,,,2.0,7,1.864033,1.955974,1.9691932,9.442841,5,1,,0,,3.513617,1100039,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,10005,0,1.0,0.0,Historical Untrained Local,11.408637157423788,0.0380784273147583,0.0,"[7,6,5,3,4,0]",1.25,6165,7.75,,0.0,heldout_medium,5,0.0,0.0,0.2,10.606355476379395,77,5,2.390918769168228
"[0,6,7,5,4,1]",0.0,0.0,0.0,0.0,12.873287588357925,0,,,-2.0,4,1.8642165,1.8701585,1.8705333,11.145217,6,1,,0,,5.211448,1100040,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,12.0,0.14201432466506958,0.0,"[2,0,6,7,5,4,1]",3.0,7398,9.5,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.232382053136826,77,6,2.0948624683377095
"[1,7,4]",0.0,0.0,0.0,0.0,6.705816984176636,1,,,1.0,4,1.868652,1.8689625,1.8689901,5.596699,3,1,,0,,2.633914,1100041,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.25355666875839233,0.0,"[5,1,7,4]",1.5,3699,4.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.805649518966675,77,3,0.9976065047048515
"[6,4]",0.0,0.0,0.0,0.0,4.860849738121033,1,,,2.0,4,1.8718205,1.87246895,1.87252659,3.743641,2,1,,0,,1.417093,1100042,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.14888960123062134,0.0,"[3,6,4]",1.0,2466,3.5,,0.0,heldout_medium,2,0.0,0.0,0.5,10.752733039855958,77,2,0.8569592033385875
"[3,2,6,4,32]",0.0,0.0,0.0,0.0,12.365454912185669,0,,,,4,1.864418,1.8851524,1.88801288,9.275764,,0,agent_drop,1,,4.140651,1100043,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,3.4102114419001364,0.0586014986038208,0.0,"[7,3,2,6,4]",,6165,5.375,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.6078305482864375,77,4,2.4587730904016674
"[4,3,32]",0.0,0.0,0.0,0.0,5.3304630517959595,0,,,,4,1.848557,1.9496909,1.95868058,5.584174,,0,agent_drop,1,,2.071969,1100044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,6003,0,,0.0,Historical Untrained Local,12.0,0.11287558078765869,0.0,"[5,4,3]",,3699,3.25,,0.0,heldout_medium,3,0.0,0.0,0.0,-5.134412956237792,77,2,0.9854522725071186
"[4,6,2,32]",0.0,0.0,0.0,0.0,8.392924547195435,0,,,,4,1.8502345,1.85969555,1.86016871,7.377115,,0,agent_drop,1,,2.735486,1100045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.059006333351135254,0.0,"[7,4,6,2]",,4932,4.875,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.249597024917602,77,3,1.5813046776121134
"[3,1]",0.0,0.0,0.0,0.0,5.538832306861877,1,,,2.0,4,1.8557075,1.8729240500000002,1.87445441,3.711415,2,1,,0,,1.190756,1100046,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.061794936656951904,0.0,"[7,3,1]",1.0,2466,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.890198612213135,77,2,1.0795936818331855
"[4,32]",0.0,0.0,0.0,0.0,2.066107749938965,0,,,,4,1.831375,1.8659539,1.86902758,3.66275,,0,agent_drop,1,,1.157997,1100047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,4002,0,,0.0,Historical Untrained Local,12.0,0.4834730625152588,0.0,"[1,4]",,2466,1.625,,0.0,heldout_medium,2,0.0,0.0,0.0,-5.577527046203613,77,1,0.26680007714736576
"[3,2,0,1]",0.0,0.0,0.0,0.0,9.727855205535889,1,,,2.0,6,1.8643615,1.8666456,1.86678912,7.448284,4,1,,0,,3.340182,1100048,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.09211170673370361,0.0,"[5,3,2,0,1]",1.3333333333333333,4932,6.0,,0.0,heldout_medium,4,0.0,0.0,0.25,10.702496898174285,77,4,1.810903858061451
"[6,1,4,7]",0.0,0.0,0.0,0.0,9.494399785995483,1,,,0.0,4,1.8656225,1.9099114,1.91535748,7.4995,4,1,,0,,2.947133,1100049,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,4.178001011318083,0.13217514753341675,0.0,"[5,6,1,4,7]",2.0,4932,5.75,,0.0,heldout_medium,4,0.0,0.0,0.25,11.015051221847534,77,4,1.6266236936724834
"[5,7,0]",0.0,0.0,0.0,0.0,5.159567832946777,1,,,1.0,4,1.893802,1.8946201,1.89469282,5.657433,3,1,,0,,2.409801,1100050,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.25062108039855957,0.0,"[1,5,7,0]",1.5,3699,5.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.674438238143921,77,3,0.7113704372453089
"[4,3,32]",0.0,0.0,0.0,0.0,6.534315824508667,0,,,,4,1.861768,1.8956935,1.8987090999999998,5.54294,,0,agent_drop,1,,1.766399,1100051,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,6003,0,,0.0,Historical Untrained Local,12.0,0.1807432770729065,0.0,"[7,4,3]",,3699,3.125,,0.0,heldout_medium,3,0.0,0.0,0.0,-4.981795835494995,77,2,1.334302277545195
"[3,2,1,5,7]",0.0,0.0,0.0,0.0,5.860583484172821,0,,,-1.0,4,1.869208,1.8785546,1.88010292,9.340634,5,1,,0,,5.693612,1100052,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,12.0,0.4108988642692566,0.0,"[4,3,2,1,5,7]",2.5,6165,7.125,,0.0,heldout_medium,5,0.0,0.0,0.2,10.441266334056854,77,5,0.5661051692364325
