ci95_high,ci95_low,mean_reduction_percent,variant
6.201193896015379,-29.62644042423933,-11.712623264111976,Early Exit
75.64005642413693,64.7305434528368,70.18529993848686,Fast-DiSwitch
73.99820973577121,56.17245985600874,65.08533479588998,Fast-DiSwitch + Top-2
18.687132217042098,-34.49586649832704,-7.904367140642471,Buffered DiSwitch
-18.00715787873324,-149.53287302200062,-83.77001545036693,Legacy
