block,component,device,latency_ms,order_position,training_seed,variant
26,end_to_end_policy,cpu,0.497463,0,314,Risk-Oracle Only
26,end_to_end_policy,cpu,0.45068,1,314,Fixed Manual Prior
26,end_to_end_policy,cpu,0.477017,2,314,Shortest+Risk (No Teacher)
26,end_to_end_policy,cpu,0.449724,3,314,Teacher+Shortest+Risk
26,end_to_end_policy,cpu,0.491272,4,314,Existing Phase11 Predictive Prior
26,end_to_end_policy,cpu,0.479022,5,314,Teacher Distillation Only
26,end_to_end_policy,cpu,0.497547,6,314,Shortest-Oracle Only
27,end_to_end_policy,cpu,0.475153,0,314,Teacher Distillation Only
27,end_to_end_policy,cpu,0.480757,1,314,Risk-Oracle Only
27,end_to_end_policy,cpu,0.460998,2,314,Existing Phase11 Predictive Prior
27,end_to_end_policy,cpu,0.477477,3,314,Fixed Manual Prior
27,end_to_end_policy,cpu,0.446661,4,314,Shortest+Risk (No Teacher)
27,end_to_end_policy,cpu,0.490796,5,314,Teacher+Shortest+Risk
27,end_to_end_policy,cpu,0.453184,6,314,Shortest-Oracle Only
28,end_to_end_policy,cpu,0.486423,0,314,Teacher Distillation Only
28,end_to_end_policy,cpu,0.455181,1,314,Teacher+Shortest+Risk
28,end_to_end_policy,cpu,0.440195,2,314,Existing Phase11 Predictive Prior
28,end_to_end_policy,cpu,0.576312,3,314,Shortest-Oracle Only
28,end_to_end_policy,cpu,0.495784,4,314,Risk-Oracle Only
28,end_to_end_policy,cpu,0.469257,5,314,Fixed Manual Prior
28,end_to_end_policy,cpu,0.466464,6,314,Shortest+Risk (No Teacher)
29,end_to_end_policy,cpu,0.47544,0,314,Shortest+Risk (No Teacher)
29,end_to_end_policy,cpu,0.448246,1,314,Shortest-Oracle Only
29,end_to_end_policy,cpu,0.485388,2,314,Fixed Manual Prior
29,end_to_end_policy,cpu,0.447976,3,314,Teacher Distillation Only
29,end_to_end_policy,cpu,0.482276,4,314,Risk-Oracle Only
29,end_to_end_policy,cpu,0.461707,5,314,Existing Phase11 Predictive Prior
29,end_to_end_policy,cpu,0.487961,6,314,Teacher+Shortest+Risk
30,end_to_end_policy,cpu,0.464976,0,314,Teacher Distillation Only
30,end_to_end_policy,cpu,0.489739,1,314,Fixed Manual Prior
30,end_to_end_policy,cpu,0.452422,2,314,Shortest-Oracle Only
30,end_to_end_policy,cpu,0.480304,3,314,Shortest+Risk (No Teacher)
30,end_to_end_policy,cpu,0.448076,4,314,Risk-Oracle Only
30,end_to_end_policy,cpu,0.48044,5,314,Teacher+Shortest+Risk
30,end_to_end_policy,cpu,0.452632,6,314,Existing Phase11 Predictive Prior
31,end_to_end_policy,cpu,0.490036,0,314,Teacher Distillation Only
31,end_to_end_policy,cpu,0.449399,1,314,Shortest+Risk (No Teacher)
31,end_to_end_policy,cpu,0.475994,2,314,Teacher+Shortest+Risk
31,end_to_end_policy,cpu,0.45041,3,314,Shortest-Oracle Only
31,end_to_end_policy,cpu,0.487103,4,314,Fixed Manual Prior
31,end_to_end_policy,cpu,0.447704,5,314,Risk-Oracle Only
31,end_to_end_policy,cpu,0.46555,6,314,Existing Phase11 Predictive Prior
32,end_to_end_policy,cpu,0.471614,0,314,Shortest+Risk (No Teacher)
32,end_to_end_policy,cpu,0.47007,1,314,Risk-Oracle Only
32,end_to_end_policy,cpu,0.457146,2,314,Fixed Manual Prior
32,end_to_end_policy,cpu,0.582942,3,314,Teacher+Shortest+Risk
32,end_to_end_policy,cpu,0.470382,4,314,Shortest-Oracle Only
32,end_to_end_policy,cpu,0.493231,5,314,Teacher Distillation Only
32,end_to_end_policy,cpu,0.470973,6,314,Existing Phase11 Predictive Prior
33,end_to_end_policy,cpu,0.495297,0,314,Teacher+Shortest+Risk
33,end_to_end_policy,cpu,0.465788,1,314,Fixed Manual Prior
33,end_to_end_policy,cpu,0.486861,2,314,Risk-Oracle Only
33,end_to_end_policy,cpu,0.461589,3,314,Teacher Distillation Only
33,end_to_end_policy,cpu,0.491681,4,314,Shortest-Oracle Only
33,end_to_end_policy,cpu,0.483491,5,314,Shortest+Risk (No Teacher)
33,end_to_end_policy,cpu,0.456341,6,314,Existing Phase11 Predictive Prior
34,end_to_end_policy,cpu,0.479073,0,314,Teacher Distillation Only
34,end_to_end_policy,cpu,0.46389,1,314,Shortest+Risk (No Teacher)
34,end_to_end_policy,cpu,0.470878,2,314,Existing Phase11 Predictive Prior
34,end_to_end_policy,cpu,0.449446,3,314,Teacher+Shortest+Risk
34,end_to_end_policy,cpu,0.481227,4,314,Fixed Manual Prior
34,end_to_end_policy,cpu,0.445766,5,314,Risk-Oracle Only
34,end_to_end_policy,cpu,0.480969,6,314,Shortest-Oracle Only
35,end_to_end_policy,cpu,0.462725,0,314,Teacher Distillation Only
35,end_to_end_policy,cpu,0.482921,1,314,Risk-Oracle Only
35,end_to_end_policy,cpu,0.459826,2,314,Existing Phase11 Predictive Prior
35,end_to_end_policy,cpu,0.482176,3,314,Teacher+Shortest+Risk
35,end_to_end_policy,cpu,0.448816,4,314,Shortest+Risk (No Teacher)
35,end_to_end_policy,cpu,0.479883,5,314,Fixed Manual Prior
35,end_to_end_policy,cpu,0.456727,6,314,Shortest-Oracle Only
36,end_to_end_policy,cpu,0.49117,0,314,Risk-Oracle Only
36,end_to_end_policy,cpu,0.459003,1,314,Fixed Manual Prior
36,end_to_end_policy,cpu,0.476662,2,314,Teacher Distillation Only
36,end_to_end_policy,cpu,0.445282,3,314,Existing Phase11 Predictive Prior
36,end_to_end_policy,cpu,0.476477,4,314,Shortest+Risk (No Teacher)
36,end_to_end_policy,cpu,0.445994,5,314,Shortest-Oracle Only
36,end_to_end_policy,cpu,0.464969,6,314,Teacher+Shortest+Risk
37,end_to_end_policy,cpu,0.569257,0,314,Teacher Distillation Only
37,end_to_end_policy,cpu,0.499699,1,314,Risk-Oracle Only
37,end_to_end_policy,cpu,0.459661,2,314,Shortest-Oracle Only
37,end_to_end_policy,cpu,0.479634,3,314,Teacher+Shortest+Risk
37,end_to_end_policy,cpu,0.454522,4,314,Fixed Manual Prior
37,end_to_end_policy,cpu,0.470246,5,314,Existing Phase11 Predictive Prior
37,end_to_end_policy,cpu,0.460494,6,314,Shortest+Risk (No Teacher)
38,end_to_end_policy,cpu,0.494951,0,314,Teacher+Shortest+Risk
38,end_to_end_policy,cpu,0.463651,1,314,Teacher Distillation Only
38,end_to_end_policy,cpu,0.444659,2,314,Shortest-Oracle Only
38,end_to_end_policy,cpu,0.486059,3,314,Shortest+Risk (No Teacher)
38,end_to_end_policy,cpu,0.450747,4,314,Risk-Oracle Only
38,end_to_end_policy,cpu,0.497437,5,314,Fixed Manual Prior
38,end_to_end_policy,cpu,0.449851,6,314,Existing Phase11 Predictive Prior
39,end_to_end_policy,cpu,0.504988,0,314,Risk-Oracle Only
39,end_to_end_policy,cpu,0.450514,1,314,Teacher+Shortest+Risk
39,end_to_end_policy,cpu,0.480888,2,314,Fixed Manual Prior
39,end_to_end_policy,cpu,0.474705,3,314,Existing Phase11 Predictive Prior
39,end_to_end_policy,cpu,0.485381,4,314,Teacher Distillation Only
39,end_to_end_policy,cpu,0.448508,5,314,Shortest-Oracle Only
39,end_to_end_policy,cpu,0.485229,6,314,Shortest+Risk (No Teacher)
40,end_to_end_policy,cpu,0.466357,0,314,Risk-Oracle Only
40,end_to_end_policy,cpu,0.481227,1,314,Teacher Distillation Only
40,end_to_end_policy,cpu,0.450102,2,314,Teacher+Shortest+Risk
40,end_to_end_policy,cpu,0.477853,3,314,Fixed Manual Prior
40,end_to_end_policy,cpu,0.449198,4,314,Shortest-Oracle Only
40,end_to_end_policy,cpu,0.483731,5,314,Existing Phase11 Predictive Prior
40,end_to_end_policy,cpu,0.454418,6,314,Shortest+Risk (No Teacher)
41,end_to_end_policy,cpu,0.495346,0,314,Risk-Oracle Only
41,end_to_end_policy,cpu,0.445516,1,314,Teacher+Shortest+Risk
41,end_to_end_policy,cpu,0.477389,2,314,Fixed Manual Prior
41,end_to_end_policy,cpu,0.44644,3,314,Shortest+Risk (No Teacher)
41,end_to_end_policy,cpu,0.469103,4,314,Teacher Distillation Only
41,end_to_end_policy,cpu,0.463578,5,314,Shortest-Oracle Only
41,end_to_end_policy,cpu,0.443291,6,314,Existing Phase11 Predictive Prior
42,end_to_end_policy,cpu,0.488215,0,314,Fixed Manual Prior
42,end_to_end_policy,cpu,0.574039,1,314,Existing Phase11 Predictive Prior
42,end_to_end_policy,cpu,0.472959,2,314,Shortest-Oracle Only
42,end_to_end_policy,cpu,0.480839,3,314,Risk-Oracle Only
42,end_to_end_policy,cpu,0.461404,4,314,Shortest+Risk (No Teacher)
42,end_to_end_policy,cpu,0.447515,5,314,Teacher+Shortest+Risk
42,end_to_end_policy,cpu,0.48419,6,314,Teacher Distillation Only
43,end_to_end_policy,cpu,0.471864,0,314,Teacher Distillation Only
43,end_to_end_policy,cpu,0.487188,1,314,Teacher+Shortest+Risk
43,end_to_end_policy,cpu,0.446308,2,314,Shortest-Oracle Only
43,end_to_end_policy,cpu,0.480646,3,314,Risk-Oracle Only
43,end_to_end_policy,cpu,0.457356,4,314,Fixed Manual Prior
43,end_to_end_policy,cpu,0.47935,5,314,Existing Phase11 Predictive Prior
43,end_to_end_policy,cpu,0.449676,6,314,Shortest+Risk (No Teacher)
44,end_to_end_policy,cpu,0.496086,0,314,Risk-Oracle Only
44,end_to_end_policy,cpu,0.470382,1,314,Fixed Manual Prior
44,end_to_end_policy,cpu,0.495779,2,314,Teacher Distillation Only
44,end_to_end_policy,cpu,0.467835,3,314,Teacher+Shortest+Risk
44,end_to_end_policy,cpu,0.491895,4,314,Shortest+Risk (No Teacher)
44,end_to_end_policy,cpu,0.45445,5,314,Shortest-Oracle Only
44,end_to_end_policy,cpu,0.481873,6,314,Existing Phase11 Predictive Prior
45,end_to_end_policy,cpu,0.471325,0,314,Risk-Oracle Only
45,end_to_end_policy,cpu,0.482697,1,314,Shortest-Oracle Only
45,end_to_end_policy,cpu,0.450591,2,314,Fixed Manual Prior
45,end_to_end_policy,cpu,0.513302,3,314,Teacher Distillation Only
45,end_to_end_policy,cpu,0.453217,4,314,Teacher+Shortest+Risk
45,end_to_end_policy,cpu,0.477787,5,314,Shortest+Risk (No Teacher)
45,end_to_end_policy,cpu,0.451443,6,314,Existing Phase11 Predictive Prior
46,end_to_end_policy,cpu,0.49666,0,314,Teacher Distillation Only
46,end_to_end_policy,cpu,0.454433,1,314,Shortest-Oracle Only
46,end_to_end_policy,cpu,0.477898,2,314,Existing Phase11 Predictive Prior
46,end_to_end_policy,cpu,0.462245,3,314,Shortest+Risk (No Teacher)
46,end_to_end_policy,cpu,0.482593,4,314,Risk-Oracle Only
46,end_to_end_policy,cpu,0.451479,5,314,Fixed Manual Prior
46,end_to_end_policy,cpu,0.456715,6,314,Teacher+Shortest+Risk
47,end_to_end_policy,cpu,0.470767,0,314,Risk-Oracle Only
47,end_to_end_policy,cpu,0.441284,1,314,Teacher+Shortest+Risk
47,end_to_end_policy,cpu,0.480635,2,314,Shortest+Risk (No Teacher)
47,end_to_end_policy,cpu,0.442781,3,314,Shortest-Oracle Only
47,end_to_end_policy,cpu,0.484091,4,314,Fixed Manual Prior
47,end_to_end_policy,cpu,0.446513,5,314,Existing Phase11 Predictive Prior
47,end_to_end_policy,cpu,0.589967,6,314,Teacher Distillation Only
48,end_to_end_policy,cpu,0.480569,0,314,Fixed Manual Prior
48,end_to_end_policy,cpu,0.492098,1,314,Existing Phase11 Predictive Prior
48,end_to_end_policy,cpu,0.451272,2,314,Shortest+Risk (No Teacher)
48,end_to_end_policy,cpu,0.481603,3,314,Shortest-Oracle Only
48,end_to_end_policy,cpu,0.463721,4,314,Teacher+Shortest+Risk
48,end_to_end_policy,cpu,0.482939,5,314,Risk-Oracle Only
48,end_to_end_policy,cpu,0.447313,6,314,Teacher Distillation Only
49,end_to_end_policy,cpu,0.49523,0,314,Risk-Oracle Only
49,end_to_end_policy,cpu,0.462765,1,314,Fixed Manual Prior
49,end_to_end_policy,cpu,0.48036,2,314,Shortest+Risk (No Teacher)
49,end_to_end_policy,cpu,0.450054,3,314,Shortest-Oracle Only
49,end_to_end_policy,cpu,0.479844,4,314,Teacher Distillation Only
49,end_to_end_policy,cpu,0.449915,5,314,Existing Phase11 Predictive Prior
49,end_to_end_policy,cpu,0.477156,6,314,Teacher+Shortest+Risk
50,end_to_end_policy,cpu,0.464679,0,314,Existing Phase11 Predictive Prior
50,end_to_end_policy,cpu,0.483731,1,314,Shortest-Oracle Only
50,end_to_end_policy,cpu,0.449769,2,314,Teacher+Shortest+Risk
50,end_to_end_policy,cpu,0.505037,3,314,Fixed Manual Prior
50,end_to_end_policy,cpu,0.467744,4,314,Teacher Distillation Only
50,end_to_end_policy,cpu,0.484495,5,314,Shortest+Risk (No Teacher)
50,end_to_end_policy,cpu,0.458196,6,314,Risk-Oracle Only
51,end_to_end_policy,cpu,0.49509,0,314,Fixed Manual Prior
51,end_to_end_policy,cpu,0.451591,1,314,Risk-Oracle Only
51,end_to_end_policy,cpu,0.495174,2,314,Teacher+Shortest+Risk
51,end_to_end_policy,cpu,0.450573,3,314,Teacher Distillation Only
51,end_to_end_policy,cpu,0.469081,4,314,Shortest-Oracle Only
51,end_to_end_policy,cpu,0.457777,5,314,Shortest+Risk (No Teacher)
51,end_to_end_policy,cpu,0.446797,6,314,Existing Phase11 Predictive Prior
52,end_to_end_policy,cpu,0.482432,0,314,Teacher+Shortest+Risk
52,end_to_end_policy,cpu,0.452842,1,314,Risk-Oracle Only
52,end_to_end_policy,cpu,0.488179,2,314,Existing Phase11 Predictive Prior
52,end_to_end_policy,cpu,0.448891,3,314,Fixed Manual Prior
52,end_to_end_policy,cpu,0.484371,4,314,Shortest+Risk (No Teacher)
52,end_to_end_policy,cpu,0.447385,5,314,Shortest-Oracle Only
52,end_to_end_policy,cpu,0.481484,6,314,Teacher Distillation Only
53,end_to_end_policy,cpu,0.463281,0,314,Fixed Manual Prior
53,end_to_end_policy,cpu,0.492816,1,314,Shortest+Risk (No Teacher)
53,end_to_end_policy,cpu,0.448221,2,314,Risk-Oracle Only
53,end_to_end_policy,cpu,0.477198,3,314,Teacher Distillation Only
53,end_to_end_policy,cpu,0.456572,4,314,Teacher+Shortest+Risk
53,end_to_end_policy,cpu,0.474012,5,314,Shortest-Oracle Only
