agent_drop_rate,backup_availability_rate,branch_disagreement_rate,connected_episodes,connected_pair_pdr,deadline_delivery_ratio,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,delivered,delivery_energy_efficiency_proxy,delivery_transmission_efficiency_proxy,endpoint_availability,energy_per_delivered_packet,energy_per_generated_packet,energy_per_on_time_delivery,episodes,false_switch_rate,fast_failover_miss_rate,fast_failover_success_rate,freshness_cache_capacity_eviction_rate,freshness_cache_hit_rate,freshness_cache_stale_eviction_rate,freshness_cache_state_eviction_rate,invalid_action_drop_rate,late_delivery_ratio_all,late_delivery_ratio_delivered,latency_aware_deadline_delivery_ratio,loop_drop_rate,mean_control_bytes,mean_control_messages,mean_deadline_slack_steps,mean_decision_latency_total_ms,mean_effective_end_to_end_delay_ms,mean_environment_step_time_total_ms,mean_episode_reward,mean_expected_transmissions_proxy,mean_local_observation_bytes,mean_minimum_link_lifetime_steps,mean_minimum_link_margin,mean_path_stretch,mean_per_hop_delay,mean_policy_input_bytes,mean_queue_delay_proxy,mean_safe_forward_candidates,mean_selected_danger,mean_success_delay,mean_switch_danger_reduction,mean_switch_steps,mean_transmission_energy_proxy,method,missed_risk_rate,overall_pdr,p95_success_delay,scenario,switch_activation_rate,time_limit_drop_rate,total_drop_rate,training_seed,ttl_drop_rate
0.23,0.0,0.0,200,0.77,0.685,1.7892952500000001,1.9862111099999997,2.290426298699999,154,0.43170606856212285,0.22318840579710145,1.0,2.316390879865751,1.7836209774966283,2.6038262445206253,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.11038961038961038,0.0,0.0,0.0,0.0,1.0064935064935066,8.04021935,0.0,3.34522199,6.990509831858799,3.45,7363.68,9.079688851364992,0.12296943351626397,1.5676406926406925,1.0,4537.44,5.069375,0.0,0.0,3.538961038961039,0.0,0.0,1.7836209774966283,Historical Untrained Local,0.0,0.77,6.0,heldout_medium,0.0,0.0,0.23,2718,0.0
0.1,0.0,0.0,200,0.9,0.88,1.7854025,1.8499234974999998,1.9288760515999999,180,0.625119504619931,0.345489443378119,1.0,1.5996941266582205,1.4397247139923985,1.6360508113549983,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.022222222222222223,0.0,0.0,0.0,0.0,1.8888888888888888,4.8443571400000005,0.0,2.3802995449999997,9.204186742573977,2.605,5412.705,9.556978173351952,0.12539706610143184,1.1583333333333334,1.0,3335.265,4.009375,0.0,0.0,2.6666666666666665,0.0,0.0,1.4397247139923983,Historical PPO-only Local (No KD),0.0,0.9,5.0,heldout_medium,0.0,0.0,0.1,2718,0.0
0.03,0.0,0.0,200,0.97,0.97,1.80100725,1.9997903849999992,2.4003353473999995,194,0.7478463476800967,0.4110169491525424,1.0,1.3371730745254184,1.297057882289656,1.3371730745254184,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2010309278350517,4.35446974,0.0,2.132556415,10.396844672232865,2.36,4782.39,9.668284940712407,0.13471645668148993,1.0236254295532647,1.0,2946.87,3.53125,0.0,0.0,2.365979381443299,0.0,0.0,1.2970578822896557,Historical KD-only Local,0.0,0.97,4.0,heldout_medium,0.0,0.0,0.03,2718,0.0
0.035,0.0,0.0,200,0.965,0.96,1.7952735,1.9077256599999997,2.0415803771,193,0.7497214048386771,0.4106382978723404,1.0,1.3338287976654168,1.2871447897471273,1.3407758226532576,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0051813471502590676,0.0,0.0,0.0,0.0,2.1968911917098444,4.303374279999999,0.0,2.1214890449999997,10.317587473243474,2.35,4772.385,9.676646093647074,0.13992362901568411,1.0250431778929188,1.0,2940.705,3.48125,0.0,0.0,2.3626943005181347,0.0,0.0,1.2871447897471273,Historical KD+PPO Local,0.0,0.965,4.0,heldout_medium,0.0,0.0,0.035,2718,0.0
0.025,0.0,0.0,200,0.975,0.975,2.8691044999999997,2.9604951075,3.424249990399996,195,0.7466290773399726,0.4184549356223176,1.0,1.3393531411376531,1.3058693126092118,1.3393531411376531,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2615384615384615,6.80708678,0.0,2.112405275,10.486282335013152,2.33,4712.355,9.863134631574344,0.137097599953413,0.9974358974358974,1.0,24588.555,3.470625,0.0,0.0,2.3076923076923075,0.0,0.0,1.3058693126092118,Privileged Global Teacher,0.0,0.975,3.299999999999983,heldout_medium,0.0,0.0,0.025,2718,0.0
0.015,0.0,0.0,200,0.985,0.985,2.50853925,2.573125905,2.8778217417,197,0.7672092863771244,0.4227467811158798,1.0,1.303425307483109,1.2838739278708624,1.303425307483109,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2588832487309647,6.145725960000001,0.0,2.0874125450000003,10.64701378390193,2.33,4692.345,9.872566683371943,0.13528554484248162,1.0016920473773265,1.0,3491.705,3.468125,0.0,0.0,2.3248730964467006,0.0,0.0,1.2838739278708624,Geo-Residual Student,0.0,0.985,4.0,heldout_medium,0.0,0.0,0.015,2718,0.0
0.015,0.0,0.0,200,0.985,0.985,1.41764625,1.5220106624999998,1.9018586079999995,197,0.7670809590128039,0.4227467811158798,1.0,1.3036433615650578,1.284088711141582,1.3036433615650578,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2588832487309647,3.3948644949999998,0.0,2.0928653300000004,10.647095479547978,2.33,4692.345,9.934196906202233,0.1377455411851406,1.0016920473773265,1.0,4092.025,3.464375,0.0,0.0,2.3248730964467006,0.0,0.0,1.2840887111415815,Predictive Prior Only,0.0,0.985,4.0,heldout_medium,0.0,0.0,0.015,2718,0.0
0.015,0.0,0.0,200,0.985,0.98,2.75400825,2.9735019525,3.3983141484999977,197,0.7662101947817245,0.4200426439232409,1.0,1.3051248949837804,1.2855480215590236,1.3117836954683915,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005076142131979695,0.0,0.0,0.0,0.0,2.2436548223350252,6.580252450000001,0.0,2.1155103250000002,10.64465207645297,2.345,4722.36,9.8606920286372,0.14244117543101312,1.009306260575296,1.0,4722.36,3.4875,0.0,0.0,2.3401015228426396,0.0,0.0,1.2855480215590234,Predictive Student (No Switch),0.0,0.985,4.0,heldout_medium,0.0,0.0,0.015,2718,0.0
0.015,0.0,0.03411513859275053,200,0.985,0.985,5.950136500000001,6.197396552499999,7.1208288804999995,197,0.7676670394545475,0.4227467811158798,1.0,1.302648086480999,1.283108365183784,1.302648086480999,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2588832487309647,14.203170949999999,0.0,2.108531235,10.647252043813467,2.33,4692.345,9.946727596692783,0.13718926295638084,1.0016920473773265,1.0,3610.825,3.46875,1.88,0.011403880545248588,2.3248730964467006,0.00731527895638437,0.165,1.2831083651837845,SwitchGLOBE Exact,0.006396588486140725,0.985,4.0,heldout_medium,0.07036247334754797,0.0,0.015,2718,0.0
0.02,0.0,0.0,200,0.98,0.98,2.1018992499999998,2.1869677999999997,2.4930964127,196,0.7600726981110364,0.417910447761194,1.0,1.3156636233418735,1.289350350875036,1.3156636233418735,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.239795918367347,5.00417001,0.0,2.112460345,10.560916917413472,2.345,4732.365,9.86027692439149,0.14119290307164192,1.0093537414965987,1.0,4732.365,3.48375,0.0,0.0,2.336734693877551,0.0,0.12,1.289350350875036,FastSwitchGLOBE,0.0,0.98,4.0,heldout_medium,0.0507399577167019,0.0,0.02,2718,0.0
0.385,0.0,0.0,200,0.615,0.525,1.806371,1.9149046099999998,2.1688678709999993,123,0.3775052752938675,0.16464566929133856,1.0,2.6489696050513567,1.6291163071065844,3.103078680203018,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14634146341463414,0.0,0.0,0.0,0.0,1.1544715447154472,6.4874284,0.0,3.03000233,4.427354372948408,3.7352941176470584,7123.56,9.699442746520814,0.1467769555747509,1.5169376693766936,1.0,4389.48,4.76125,0.0,0.0,3.4634146341463414,0.0,0.0,1.6291163071065844,Historical Untrained Local,0.0,0.615,6.0,ood_link_loss,0.0,0.0,0.385,2718,0.0
0.165,0.0,0.0,200,0.835,0.82,1.81626575,2.0837384224999993,2.3775794155999996,167,0.6343618019743996,0.292680412371134,1.0,1.5763874761809131,1.3162835426110624,1.6052238324525152,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.017964071856287425,0.0,0.0,0.0,0.0,1.970059880239521,4.760059595,0.0,2.1470636,8.099545260101557,2.852941176470588,5182.59,10.248353311637725,0.15765830710530282,1.1263473053892217,1.0,3193.47,3.83125,0.0,0.0,2.55688622754491,0.0,0.0,1.3162835426110622,Historical PPO-only Local (No KD),0.0,0.835,5.0,ood_link_loss,0.0,0.0,0.165,2718,0.0
0.08,0.0,0.0,200,0.92,0.92,1.8104152500000001,1.908083885,2.2201875368,184,0.7253158933606997,0.32857142857142857,1.0,1.3787096203925313,1.2684128507611288,1.3787096203925313,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1847826086956523,4.48526283,0.0,2.0488719,9.512401514410973,2.7999999999999994,4922.46,10.343225156300843,0.1554478558897972,1.0405797101449274,1.0,3033.18,3.630625,0.0,0.0,2.402173913043478,0.0,0.0,1.2684128507611288,Historical KD-only Local,0.0,0.92,4.0,ood_link_loss,0.0,0.0,0.08,2718,0.0
0.08,0.0,0.0,200,0.92,0.915,1.8026010000000001,1.9113189224999998,2.0763784654999995,184,0.7416675425672683,0.32788259958071275,1.0,1.348313014397959,1.2404479732461222,1.3556808450777291,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005434782608695652,0.0,0.0,0.0,0.0,2.1739130434782608,4.463192265,0.0,2.043287555,9.509425629615782,2.8058823529411763,4932.465,10.36595807273647,0.16407560676336289,1.0467391304347828,1.0,3039.345,3.633125,0.0,0.0,2.402173913043478,0.0,0.0,1.240447973246122,Historical KD+PPO Local,0.0,0.92,4.0,ood_link_loss,0.0,0.0,0.08,2718,0.0
0.07,0.0,0.0,200,0.93,0.93,2.86984275,2.9969823475,3.426536737399999,186,0.7406244601100718,0.3328421052631579,1.0,1.350211954721803,1.2556971178912768,1.350211954721803,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.182795698924731,7.067166955,0.0,2.05684234,9.67705681425333,2.7941176470588234,4892.445,10.32470740626119,0.15893344178795815,1.0396953405017921,1.0,25528.245,3.636875,0.0,0.0,2.413978494623656,0.0,0.0,1.2556971178912766,Privileged Global Teacher,0.0,0.93,4.0,ood_link_loss,0.0,0.0,0.07,2718,0.0
0.085,0.0,0.0,200,0.915,0.915,2.5350332499999997,2.7407163899999993,3.1158351639999986,183,0.7512633146413723,0.32816455696202534,1.0,1.3310912173015745,1.2179484638309406,1.3310912173015745,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169398907103825,6.268701115,0.0,2.06083894,9.432813481926917,2.7882352941176465,4912.455,10.378948703135922,0.16414510518312453,1.041712204007286,1.0,3655.495,3.61375,0.0,0.0,2.398907103825137,0.0,0.0,1.2179484638309406,Geo-Residual Student,0.0,0.915,4.0,ood_link_loss,0.0,0.0,0.085,2718,0.0
