connected_pair_pdr,deadline_delivery_ratio,energy_per_delivered_packet,mean_transmission_energy_proxy,method,p95_success_delay,scenario,training_seed
0.7937864077669903,0.7260714285714286,1.9912400085812179,1.484896120684851,Privileged Global Teacher,5.0,ALL_POOLED,314
0.8683495145631068,0.7925,2.118339164309628,1.7294726177185031,Privileged Global Teacher,6.0,ALL_POOLED,2718
0.8054368932038835,0.74,1.8833153864124896,1.4232483420174387,Geo-Residual Student,4.0,ALL_POOLED,42
0.8054368932038835,0.74,1.878702222115238,1.4197621078556584,Geo-Residual Student,4.0,ALL_POOLED,77
0.8034951456310679,0.7385714285714285,1.8886100456583172,1.4238770737088242,Geo-Residual Student,4.0,ALL_POOLED,123
0.8058252427184466,0.7407142857142858,1.8865021168400673,1.4270041012383081,Geo-Residual Student,4.0,ALL_POOLED,314
0.8062135922330097,0.7407142857142858,1.8812781537675636,1.4237244313690953,Geo-Residual Student,4.0,ALL_POOLED,2718
0.912621359223301,0.8385714285714285,2.076008974218976,1.7757291047337311,Predictive Prior Only,6.0,ALL_POOLED,42
0.9118446601941748,0.8382142857142857,2.074045485898551,1.7725681599125833,Predictive Prior Only,6.0,ALL_POOLED,77
0.9106796116504854,0.8367857142857142,2.0808202082096052,1.77612867772177,Predictive Prior Only,6.0,ALL_POOLED,123
0.9122330097087379,0.8382142857142857,2.0754803458511883,1.774535695702766,Predictive Prior Only,6.0,ALL_POOLED,314
0.9106796116504854,0.8360714285714286,2.0842331735446,1.779786256408978,Predictive Prior Only,6.0,ALL_POOLED,2718
0.912621359223301,0.8385714285714285,2.076008974218976,1.7757291047337311,Predictive Student (No Switch),6.0,ALL_POOLED,42
0.9114563106796116,0.8375,2.0765244212783407,1.7739451484634967,Predictive Student (No Switch),6.0,ALL_POOLED,77
0.9114563106796116,0.8375,2.0803092664144023,1.777178487594018,Predictive Student (No Switch),6.0,ALL_POOLED,123
0.9122330097087379,0.8382142857142857,2.0754803458511883,1.774535695702766,Predictive Student (No Switch),6.0,ALL_POOLED,314
0.8271844660194175,0.7596428571428572,1.9653600559613986,1.5266636148985864,Predictive Student (No Switch),6.0,ALL_POOLED,2718
0.912621359223301,0.8382142857142857,2.0823558011162713,1.7804142099544118,SwitchGLOBE Exact,6.0,ALL_POOLED,42
0.9122330097087379,0.8378571428571429,2.0801093945159335,1.7777506360987965,SwitchGLOBE Exact,6.0,ALL_POOLED,77
0.9095145631067961,0.8360714285714286,2.0879378317269826,1.7792213094644929,SwitchGLOBE Exact,6.0,ALL_POOLED,123
0.9122330097087379,0.8389285714285715,2.08197907188511,1.780092106461769,SwitchGLOBE Exact,6.0,ALL_POOLED,314
0.9114563106796116,0.8371428571428572,2.0813932179492958,1.7781044919052555,SwitchGLOBE Exact,6.0,ALL_POOLED,2718
0.9087378640776699,0.8335714285714285,2.1118114918814648,1.799565078438991,FastSwitchGLOBE,6.0,ALL_POOLED,42
0.8998058252427185,0.8246428571428571,2.1570515611352374,1.8196270669290822,FastSwitchGLOBE,6.0,ALL_POOLED,77
0.8699029126213592,0.7896428571428571,2.3862138513764157,1.9498776042675854,FastSwitchGLOBE,6.0,ALL_POOLED,123
0.8803883495145631,0.7992857142857143,2.3175089224334053,1.9136002245235835,FastSwitchGLOBE,6.0,ALL_POOLED,314
0.9036893203883495,0.8278571428571428,2.1631270870419055,1.836340387820932,FastSwitchGLOBE,6.0,ALL_POOLED,2718
