action_sequence,backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,node_trajectory,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
"[6,0,5]",0.0,0.0,0.0,0.0,6.874256014823914,1,,,3.0,6,1.809067,1.9168501,1.92643082,5.522405,3,1,,0,,1.872229,1100010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Historical Untrained Local,8.118479691228213,0.3382644057273865,0.0,"[1,6,0,5]",1.0,3699,4.125,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.867658352851867,42,3,1.006123737122551
"[5,6,4]",0.0,0.0,0.0,0.0,10.984585285186768,1,,,1.0,4,1.927667,1.9371269,1.93796778,5.788022,3,1,,0,,1.9220480000000002,1100011,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,0.4036857180797547,0.016938984394073486,0.0,"[3,5,6,4]",1.5,3699,3.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.664109158515929,42,3,2.5313797237612548
"[4,6,7,5,2]",0.0,0.0,0.0,0.0,12.428146600723267,0,,,-1.0,4,1.803678,1.904533,1.9220858,9.119532,5,1,,0,,4.553359,1100012,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,12.0,0.06030261516571045,0.0,"[0,4,6,7,5,2]",2.5,6165,7.125,,0.0,heldout_medium,5,0.0,0.0,0.2,10.31352903842926,42,5,2.169995914326538
"[5,7,6,1,3,2]",0.0,0.0,0.0,0.0,16.07761585712433,0,,,-2.0,4,1.8667285,1.93624,1.937108,11.204879,6,1,,0,,5.750019,1100013,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,9.910013466652078,0.17449474334716797,0.0,"[4,5,7,6,1,3,2]",3.0,7398,8.125,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.543997073173523,42,6,2.794612402633896
"[7,4,5,3]",0.0,0.0,0.0,0.0,11.297235250473022,1,,,0.0,4,1.8049825,1.9098985,1.9240453,7.3334779999999995,4,1,,0,,3.491723,1100014,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,8.268041821936714,0.06349343061447144,0.0,"[0,7,4,5,3]",2.0,4932,6.375,,0.0,heldout_medium,4,0.0,0.0,0.25,10.62782746553421,42,4,2.1121951900377276
"[6,2,4]",0.0,0.0,0.0,0.0,8.631807327270508,1,,,1.0,4,1.809038,1.8101054,1.81020028,5.423698,3,1,,0,,2.199589,1100015,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.1264970898628235,0.0,"[1,6,2,4]",1.5,3699,5.25,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.513173794746399,42,3,1.6000836377606404
"[0,2,6]",0.0,0.0,0.0,0.0,6.770340085029602,1,,,1.0,4,1.920281,1.9363613,1.9377906599999999,5.667159,3,1,,0,,2.000326,1100016,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,3.6976835557762664,0.21159017086029053,0.0,"[4,0,2,6]",1.5,3699,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.6177583694458,42,3,1.0333653277633816
"[5,7,2,0]",0.0,0.0,0.0,0.0,11.733571290969849,1,,,0.0,4,1.879351,1.94340015,1.9459128300000001,7.511159,4,1,,0,,3.439601,1100017,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,6.545405116960473,0.16738080978393555,0.0,"[1,5,7,2,0]",2.0,4932,5.625,,0.0,heldout_medium,4,0.0,0.0,0.25,10.501401090621947,42,4,2.192745630438214
"[4,3,0,7,1,2,32]",0.0,0.0,0.0,0.0,14.783390402793884,0,,,,4,1.816522,1.8970052,1.91808104,12.789985,,0,agent_drop,1,,7.397727,1100018,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,14007,0,,0.0,Historical Untrained Local,9.062347505865079,0.01752227544784546,0.0,"[5,4,3,0,7,1,2]",,8631,7.75,,0.0,heldout_medium,7,0.0,0.0,0.0,-5.3187927246093745,42,6,2.5898071559100027
"[6,1,5,0]",0.0,0.0,0.0,0.0,12.884535312652588,1,,,2.0,6,1.941031,1.94951375,1.95035315,7.739217,4,1,,0,,3.29086,1100019,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.0037381649017333984,0.0,"[4,6,1,5,0]",1.3333333333333333,4932,5.75,,0.0,heldout_medium,4,0.0,0.0,0.25,11.356345129013063,42,4,2.731687707656654
"[2,7,3,6,0]",0.0,0.0,0.0,0.0,13.906878471374512,0,,,-1.0,4,1.805408,1.8201904,1.82287648,9.040753,5,1,,0,,5.035627,1100020,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,5.572716384759556,0.0176924467086792,0.0,"[5,2,7,3,6,0]",2.5,6165,7.25,,0.0,heldout_medium,5,0.0,0.0,0.2,10.487636530399323,42,5,2.5315313999960765
"[1,7,6,0,2,5,32]",0.0,0.0,0.0,0.0,20.251085877418518,0,,,,4,1.923877,1.9315953,1.9318518599999999,13.286902,,0,agent_drop,1,,6.314803,1100021,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,14007,0,,0.0,Historical Untrained Local,12.0,0.002139449119567871,0.0,"[4,1,7,6,0,2,5]",,8631,11.125,,0.0,heldout_medium,7,0.0,0.0,0.0,-5.810631251335144,42,6,4.717061595229038
"[3,2,4,0,32]",0.0,0.0,0.0,0.0,13.714075565338135,0,,,,4,1.924567,1.9544542,1.95913804,9.442612,,0,agent_drop,1,,4.446198,1100022,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,6.313755562267133,0.004140257835388184,0.0,"[6,3,2,4,0]",,6165,4.875,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.348899811506271,42,4,3.072662996599938
"[0,4,2,3,32]",0.0,0.0,0.0,0.0,10.260774850845337,0,,,,4,1.809421,1.8371538,1.83887716,9.064109,,0,agent_drop,1,,4.630223,1100023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,5.325795117791057,0.10198849439620972,0.0,"[1,0,4,2,3]",,6165,5.25,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.488587665557861,42,4,1.8327628874615947
"[7,4,0,32]",0.0,0.0,0.0,0.0,9.43562912940979,0,,,,4,1.8252935,1.8413174,1.84305548,7.297552,,0,agent_drop,1,,3.393296,1100024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,2.73713362408633,0.03339993953704834,0.0,"[1,7,4,0]",,4932,4.25,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.987509059906006,42,3,1.9780774636710028
"[6,1,4,7,3,5]",0.0,0.0,0.0,0.0,12.596231162548065,0,,,-2.0,4,1.8251785,2.0031525,2.0177753000000003,11.236642,6,1,,0,,9.151547,1100025,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,9.18323983690983,0.22218924760818481,0.0,"[0,6,1,4,7,3,5]",3.0,7398,9.375,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.668127918243409,42,6,2.033285330240709
"[6,2,0,4,7,5]",0.0,0.0,0.0,0.0,14.539164304733276,0,,,-2.0,4,1.816234,1.93093525,1.9334806500000001,11.096128,6,1,,0,,7.145333,1100026,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,12.0,0.025797605514526367,0.0,"[3,6,2,0,4,7,5]",3.0,7398,9.25,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.140426826477052,42,6,2.5500242666840442
"[7,3,4,0,2,5,6]",0.0,0.0,0.0,0.0,13.707469582557678,0,,,-3.0,4,1.817622,1.9200221,1.92137162,12.971972000000001,7,1,,0,,9.713938,1100027,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,14007,0,1.0,0.0,Historical Untrained Local,12.0,0.08105289936065674,0.0,"[1,7,3,4,0,2,5,6]",3.5,8631,10.125,,0.0,heldout_medium,7,0.0,0.0,0.14285714285714285,10.169309341907502,42,7,1.9158172935022888
"[6,7,5]",0.0,0.0,0.0,0.0,9.05617380142212,1,,,1.0,4,1.81832,1.8224474,1.82281428,5.4339189999999995,3,1,,0,,2.6450839999999998,1100028,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,4.041542177943671,0.08443623781204224,0.0,"[1,6,7,5]",1.5,3699,4.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.616888046264648,42,3,1.7750220506287846
"[1,0]",0.0,0.0,0.0,0.0,6.631612539291382,1,,,2.0,4,1.9271639999999999,1.9346007,1.93526174,3.8543279999999998,2,1,,0,,1.078887,1100029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,5.154364168098071,0.024061918258666992,0.0,"[3,1,0]",1.0,2466,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,11.047747611999512,42,2,1.4175314730174229
"[4,3,1,7]",0.0,0.0,0.0,0.0,7.138339161872864,1,,,0.0,4,1.863812,1.92988745,1.93113989,7.463963,4,1,,0,,3.687486,1100030,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.25080734491348267,0.0,"[6,4,3,1,7]",2.0,4932,5.5,,0.0,heldout_medium,4,0.0,0.0,0.25,10.31846022605896,42,4,1.0044787201118064
"[5,2,0,7,4,1]",0.0,0.0,0.0,0.0,14.133579850196838,0,,,-2.0,4,1.869498,1.95338075,1.95460735,11.260671,6,1,,0,,6.587039,1100031,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,12.0,0.17804723978042603,0.0,"[6,5,2,0,7,4,1]",3.0,7398,8.625,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.786225318908691,42,6,2.42296381841878
"[7,4,3,2,1,32]",0.0,0.0,0.0,0.0,13.588191509246826,0,,,,4,1.816494,1.9160792500000001,1.93372305,11.02943,,0,agent_drop,1,,4.998431,1100032,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0,12006,0,,0.0,Historical Untrained Local,7.9971168511644475,0.04850506782531738,0.0,"[0,7,4,3,2,1]",,7398,8.5,,0.0,heldout_medium,6,0.0,0.0,0.0,-5.932949590682983,42,5,2.6172323230218666
"[3,7,2]",0.0,0.0,0.0,0.0,9.59953784942627,1,,,1.0,4,1.932622,1.9519441,1.95366162,5.815918,3,1,,0,,2.918049,1100033,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.017483055591583252,0.0,"[5,3,7,2]",1.5,3699,4.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.464478731155396,42,3,1.9704853258689994
"[3,0,2,4,5,6,7]",0.0,0.0,0.0,0.0,17.79477310180664,0,,,-3.0,4,1.934826,1.9989359999999998,2.017632,13.506606,7,1,,0,,6.230658,1100034,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,14007,0,1.0,0.0,Historical Untrained Local,12.0,0.11154979467391968,0.0,"[1,3,0,2,4,5,6,7]",3.5,8631,10.75,,0.0,heldout_medium,7,0.0,0.0,0.14285714285714285,10.574580264091493,42,7,3.004278939100997
"[2,0,3,4]",0.0,0.0,0.0,0.0,11.66167402267456,1,,,2.0,6,1.9224875,1.9330393,1.93393906,7.592971,4,1,,0,,2.911028,1100035,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.09128057956695557,0.0,"[1,2,0,3,4]",1.3333333333333333,4932,4.875,,0.0,heldout_medium,4,0.0,0.0,0.25,11.256403732299804,42,4,2.1764006854722737
"[1,0,5,7,32]",0.0,0.0,0.0,0.0,10.64460563659668,0,,,,4,1.812736,1.8415042,1.84605044,9.083843,,0,agent_drop,1,,3.684469,1100036,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,9.363142261167228,0.027006208896636963,0.0,"[4,1,0,5,7]",,6165,5.375,,0.0,heldout_medium,5,0.0,0.0,0.0,-6.584027957916259,42,4,1.9861519501539107
"[4,5,2,0,32]",0.0,0.0,0.0,0.0,8.461115837097168,0,,,,4,1.838015,1.9424636,1.94693832,9.338465,,0,agent_drop,1,,4.768537,1100037,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,12.0,0.09817814826965332,0.0,"[6,4,5,2,0]",,6165,6.375,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.693662059307098,42,4,1.421095132792976
"[3,0,1,2,6,5,32]",0.0,0.0,0.0,0.0,18.275929927825928,0,,,,4,1.85013,1.9573265,1.9692797,13.025349,,0,agent_drop,1,,7.907909,1100038,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0,14007,0,,0.0,Historical Untrained Local,12.0,0.03209507465362549,0.0,"[4,3,0,1,2,6,5]",,8631,9.625,,0.0,heldout_medium,7,0.0,0.0,0.0,-5.525148725509643,42,6,3.581803811557755
"[6,5,3,4,0]",0.0,0.0,0.0,0.0,13.213269352912903,1,,,2.0,7,1.917709,1.9251364,1.92637688,9.37988,5,1,,0,,3.493776,1100039,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0,10005,0,1.0,0.0,Historical Untrained Local,11.408637157423788,0.0380784273147583,0.0,"[7,6,5,3,4,0]",1.25,6165,7.75,,0.0,heldout_medium,5,0.0,0.0,0.2,10.606355476379395,42,5,2.390918769168228
"[0,6,7,5,4,1]",0.0,0.0,0.0,0.0,12.873287588357925,0,,,-2.0,4,1.8124099999999999,1.8939875,1.9119583,10.958162999999999,6,1,,0,,5.094186,1100040,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,12.0,0.14201432466506958,0.0,"[2,0,6,7,5,4,1]",3.0,7398,9.5,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.232382053136826,42,6,2.0948624683377095
"[7,1,4]",0.0,0.0,0.0,0.0,8.00430178642273,1,,,1.0,4,1.906706,1.9154153,1.91618946,5.641451,3,1,,0,,2.511044,1100041,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.1266067624092102,0.0,"[5,7,1,4]",1.5,3699,4.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.805446195602418,42,3,1.4511097176510397
"[0,6,4]",0.0,0.0,0.0,0.0,8.513005256652832,1,,,1.0,4,1.816743,1.9084503,1.91660206,5.543182,3,1,,0,,2.1860720000000002,1100042,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.16864460706710815,0.0,"[3,0,6,4]",1.5,3699,4.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.606535911560059,42,3,1.5880165215554527
"[3,2,6,4,32]",0.0,0.0,0.0,0.0,12.365454912185669,0,,,,4,1.831593,1.928211,1.929715,9.320445,,0,agent_drop,1,,4.113156,1100043,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,3.4102114419001364,0.0586014986038208,0.0,"[7,3,2,6,4]",,6165,5.375,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.6078305482864375,42,4,2.4587730904016674
"[2,6,1,32]",0.0,0.0,0.0,0.0,8.618021965026855,0,,,,4,1.9229935,1.92869255,1.92882011,7.624225,,0,agent_drop,1,,3.225658,1100044,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.2615388035774231,0.0,"[5,2,6,1]",,4932,5.0,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.640197658538818,42,3,1.5488586413135224
"[4,6,2,32]",0.0,0.0,0.0,0.0,8.392924547195435,0,,,,4,1.8852305,1.9370226,1.94027652,7.52004,,0,agent_drop,1,,2.715735,1100045,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.059006333351135254,0.0,"[7,4,6,2]",,4932,4.875,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.249597024917602,42,3,1.5813046776121134
"[3,1]",0.0,0.0,0.0,0.0,5.538832306861877,1,,,2.0,4,1.801877,1.8116789,1.81255018,3.603754,2,1,,0,,1.175354,1100046,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.061794936656951904,0.0,"[7,3,1]",1.0,2466,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.890198612213135,42,2,1.0795936818331855
"[0,3,6,32]",0.0,0.0,0.0,0.0,7.757648944854736,0,,,,4,1.8445315,1.94184295,1.9515661899999999,7.4531600000000005,,0,agent_drop,1,,3.403295,1100047,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.1005672812461853,0.0,"[1,0,3,6]",,4932,5.125,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.040536499023437,42,3,1.3503541026447508
"[3,6,7,2,0,4,32]",0.0,0.0,0.0,0.0,19.29380178451538,0,,,,6,1.816471,1.9449272,1.94935664,12.95379,,0,agent_drop,1,,6.012863,1100048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,0,14007,0,,0.0,Historical Untrained Local,12.0,0.02105778455734253,0.0,"[5,3,6,7,2,0,4]",,8631,9.5,,0.0,heldout_medium,7,0.0,0.0,0.0,-5.71437861919403,42,6,4.2743513203057475
"[1,4,7]",0.0,0.0,0.0,0.0,7.212667226791382,1,,,1.0,4,1.924923,1.9393797000000002,1.94066474,5.776631,3,1,,0,,2.213582,1100049,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,5.178000422993583,0.16377055644989014,0.0,"[5,1,4,7]",1.5,3699,4.625,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.08535213470459,42,3,1.167887375719662
"[7,5,2,0]",0.0,0.0,0.0,0.0,7.690685153007507,1,,,0.0,4,1.869864,1.92790745,1.92868469,7.46832,4,1,,0,,3.285116,1100050,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,9.25700629157798,0.11501431465148926,0.0,"[1,7,5,2,0]",2.0,4932,7.125,,0.0,heldout_medium,4,0.0,0.0,0.25,10.559049642086029,42,4,1.2005223093135315
"[4,3,32]",0.0,0.0,0.0,0.0,6.534315824508667,0,,,,4,1.924462,1.9364095000000001,1.9374715,5.729594,,0,agent_drop,1,,1.751479,1100051,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,6003,0,,0.0,Historical Untrained Local,12.0,0.1807432770729065,0.0,"[7,4,3]",,3699,3.125,,0.0,heldout_medium,3,0.0,0.0,0.0,-4.981795835494995,42,2,1.334302277545195
"[5,1,6,2,3,7]",0.0,0.0,0.0,0.0,15.630585819482803,0,,,-2.0,4,1.812292,1.82698525,1.82761065,10.887882,6,1,,0,,6.810723,1100052,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,4.692775982573457,0.007929623126983643,0.0,"[4,5,1,6,2,3,7]",3.0,7398,8.625,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.290149211883545,42,6,3.2986582051124778
