agent_drop_rate,backup_availability_rate,branch_disagreement_rate,connected_episodes,connected_pair_pdr,deadline_delivery_ratio,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,delivered,delivery_energy_efficiency_proxy,delivery_transmission_efficiency_proxy,endpoint_availability,energy_per_delivered_packet,energy_per_generated_packet,energy_per_on_time_delivery,episodes,false_switch_rate,fast_failover_miss_rate,fast_failover_success_rate,freshness_cache_capacity_eviction_rate,freshness_cache_hit_rate,freshness_cache_stale_eviction_rate,freshness_cache_state_eviction_rate,invalid_action_drop_rate,late_delivery_ratio_all,late_delivery_ratio_delivered,latency_aware_deadline_delivery_ratio,loop_drop_rate,mean_control_bytes,mean_control_messages,mean_deadline_slack_steps,mean_decision_latency_total_ms,mean_effective_end_to_end_delay_ms,mean_environment_step_time_total_ms,mean_episode_reward,mean_expected_transmissions_proxy,mean_local_observation_bytes,mean_minimum_link_lifetime_steps,mean_minimum_link_margin,mean_path_stretch,mean_per_hop_delay,mean_policy_input_bytes,mean_queue_delay_proxy,mean_safe_forward_candidates,mean_selected_danger,mean_success_delay,mean_switch_danger_reduction,mean_switch_steps,mean_transmission_energy_proxy,method,missed_risk_rate,overall_pdr,p95_success_delay,scenario,switch_activation_rate,time_limit_drop_rate,total_drop_rate,training_seed,ttl_drop_rate
0.215,0.0,0.0,200,0.785,0.705,1.800583,1.8999869474999989,2.2784152797999995,157,0.44201492110023577,0.2400611620795107,1.0,2.262367065597837,1.7759581464943022,2.5190895694954643,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.10191082802547771,0.0,0.0,0.0,0.0,1.1847133757961783,7.706634999999999,0.0,3.0836582850000003,7.259258773952722,3.27,6973.485,8.919994118829546,0.1141447090357542,1.4899150743099787,1.0,4297.005,4.79375,0.0,0.0,3.356687898089172,0.0,0.0,1.7759581464943022,Historical Untrained Local,0.0,0.785,6.0,heldout_medium,0.0,0.0,0.215,123,0.0
0.125,0.0,0.0,200,0.875,0.86,1.81184775,1.905708095,2.0946848216999996,175,0.590258103760457,0.343811394891945,1.0,1.6941741140513467,1.4824023497949284,1.7237236625522423,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.017142857142857144,0.0,0.0,0.0,0.0,1.96,4.86828387,0.0,2.3078640999999998,8.796722031205894,2.545,5342.67,9.47986845719746,0.1241986995190382,1.1295238095238094,1.0,3292.11,3.825625,0.0,0.0,2.577142857142857,0.0,0.0,1.4824023497949281,Historical PPO-only Local (No KD),0.0,0.875,4.0,heldout_medium,0.0,0.0,0.125,123,0.0
0.03,0.0,0.0,200,0.97,0.97,1.81147,1.8773332624999999,2.2488518352999995,194,0.7391801807239942,0.4092827004219409,1.0,1.3528501251488432,1.3122646213943778,1.3528501251488432,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1907216494845363,4.36904587,0.0,2.0756734949999998,10.393789302498103,2.37,4802.4,9.588283423978464,0.13059085175395013,1.027491408934708,1.0,2959.2,3.543125,0.0,0.0,2.3762886597938144,0.0,0.0,1.3122646213943778,Historical KD-only Local,0.0,0.97,4.0,heldout_medium,0.0,0.0,0.03,123,0.0
0.03,0.0,0.0,200,0.97,0.97,1.80639825,2.0686490799999997,2.3254452569999997,194,0.7448045312034157,0.4092827004219409,1.0,1.342634151787789,1.3023551272341556,1.342634151787789,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1907216494845363,4.388528685,0.0,2.081379595,10.395946737498045,2.37,4802.4,9.653026552884802,0.13549299642443657,1.0266323024054984,1.0,2959.2,3.53875,0.0,0.0,2.3762886597938144,0.0,0.0,1.3023551272341551,Historical KD+PPO Local,0.0,0.97,4.0,heldout_medium,0.0,0.0,0.03,123,0.0
0.035,0.0,0.0,200,0.965,0.965,2.8443045,2.957423235,3.3482886849999995,193,0.7372705290420579,0.4115138592750533,1.0,1.3563542290227018,1.3088818310069072,1.3563542290227018,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2176165803108807,6.826053305,0.0,2.06825439,10.307064794272184,2.345,4762.38,9.80693717357539,0.13854043886065484,1.0094991364421415,1.0,24849.58,3.5425,0.0,0.0,2.33160621761658,0.0,0.0,1.3088818310069072,Privileged Global Teacher,0.0,0.965,4.0,heldout_medium,0.0,0.0,0.035,123,0.0
0.02,0.0,0.0,200,0.98,0.98,2.51373975,2.5967137749999996,2.8899041943999997,196,0.7591480285922292,0.4197002141327623,1.0,1.317266148809487,1.2909208258332974,1.317266148809487,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2551020408163267,6.18665505,0.0,2.0452166099999998,10.562893766850234,2.335,4712.355,9.723700802236499,0.13593557700514794,1.0008503401360545,1.0,3506.595,3.480625,0.0,0.0,2.3214285714285716,0.0,0.0,1.2909208258332974,Geo-Residual Student,0.0,0.98,4.0,heldout_medium,0.0,0.0,0.02,123,0.0
0.015,0.0,0.0,200,0.985,0.985,1.40494725,1.4645598149999999,1.6378532027999984,197,0.7660286186422539,0.4236559139784946,1.0,1.3054342561932586,1.2858527423503596,1.3054342561932586,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.263959390862944,3.34784535,0.0,2.00548696,10.647618188589814,2.325,4682.34,9.951428021031884,0.13819710925221443,0.9991539763113366,1.0,4083.3,3.456875,0.0,0.0,2.3197969543147208,0.0,0.0,1.2858527423503596,Predictive Prior Only,0.0,0.985,4.0,heldout_medium,0.0,0.0,0.015,123,0.0
0.015,0.0,0.0,200,0.985,0.985,2.7477995,2.80503634,3.0977291405,197,0.7659736142218609,0.4227467811158798,1.0,1.3055279991803403,1.2859450791926352,1.3055279991803403,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2588832487309647,6.459739105000001,0.0,2.01278444,10.647225831121206,2.33,4692.345,9.951247452782605,0.13802783891558648,1.0008460236886632,1.0,4692.345,3.46125,0.0,0.0,2.3248730964467006,0.0,0.0,1.2859450791926352,Predictive Student (No Switch),0.0,0.985,4.0,heldout_medium,0.0,0.0,0.015,123,0.0
0.015,0.0,0.029850746268656716,200,0.985,0.985,5.930448,6.21514511,6.660189056599999,197,0.7643640150518898,0.4227467811158798,1.0,1.3082771824784474,1.2886530247412709,1.3082771824784474,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2588832487309647,14.14160281,0.0,2.033393225,10.646619059652089,2.33,4692.345,9.85619833387685,0.13849144771695138,1.0008460236886632,1.0,3538.905,3.478125,2.12,0.003230008335784078,2.3248730964467006,0.10017026960849762,0.02,1.2886530247412709,SwitchGLOBE Exact,0.006396588486140725,0.985,4.0,heldout_medium,0.008528784648187633,0.0,0.015,123,0.0
0.055,0.0,0.0,200,0.945,0.94,2.0879587500000003,2.1558234849999995,2.3767714071999997,189,0.6785161034320624,0.384928716904277,1.0,1.473804372426552,1.3927451319430915,1.4816437573862675,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005291005291005291,0.0,0.0,0.0,0.0,2.1693121693121693,5.259767175,0.0,2.185892535,9.967064183026553,2.455,5022.51,9.769202321655087,0.13572815731167792,1.039241622574956,1.0,5022.51,3.674375,0.0,0.0,2.4074074074074074,0.0,0.0,1.3927451319430912,FastSwitchGLOBE,0.0,0.945,4.0,heldout_medium,0.0,0.0,0.055,123,0.0
