action_sequence,backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,node_trajectory,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
"[5,7,6,4,32]",0.0,0.0,0.0,0.0,12.784610271453857,0,,,,4,1.794616,1.8272595999999999,1.82838232,9.012738,,0,agent_drop,1,,4.61562,1100012,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,12.0,0.06158322095870972,0.0,"[0,5,7,6,4]",,6165,5.75,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.639293766021728,123,4,2.631238566796682
"[7,1,3,2]",0.0,0.0,0.0,0.0,12.811909914016724,1,,,0.0,4,1.8013915,1.82019185,1.82219357,7.199968,4,1,,0,,4.066509,1100013,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,12.0,0.10766619443893433,0.0,"[4,7,1,3,2]",2.0,4932,4.875,,0.0,heldout_medium,4,0.0,0.0,0.25,10.792308950424195,123,4,2.596398138918996
"[7,3]",0.0,0.0,0.0,0.0,5.336532235145569,1,,,2.0,4,1.8149035,1.83803665,1.8400929300000002,3.629807,2,1,,0,,1.7537500000000001,1100014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,8.268041821936714,0.06349343061447144,0.0,"[0,7,3]",1.0,2466,2.625,,0.0,heldout_medium,2,0.0,0.0,0.5,10.866651391983034,123,2,1.035151379575507
"[6,4]",0.0,0.0,0.0,0.0,4.684369206428528,1,,,2.0,4,1.797909,1.8018033,1.8021494599999999,3.595818,2,1,,0,,1.4286379999999999,1100015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.279763400554657,0.0,"[1,6,4]",1.0,2466,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.657536339759826,123,2,0.7220116233523912
"[0,2,6]",0.0,0.0,0.0,0.0,6.770340085029602,1,,,1.0,4,1.79571,1.7978645999999998,1.7980561199999998,5.383473,3,1,,0,,2.029384,1100016,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,3.6976835557762664,0.21159017086029053,0.0,"[4,0,2,6]",1.5,3699,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.6177583694458,123,3,1.0333653277633816
"[5,7,0]",0.0,0.0,0.0,0.0,8.566331386566162,1,,,1.0,4,1.81279,1.8392553999999999,1.84160788,5.442152,3,1,,0,,2.579378,1100017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,8.509469048513376,0.16553372144699097,0.0,"[1,5,7,0]",1.5,3699,4.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.595501518249511,123,3,1.5659333486321358
"[4,3,0,1,2,7,6]",0.0,0.0,0.0,0.0,18.8616304397583,0,,,-3.0,4,1.79567,1.8072956,1.80827672,12.562268,7,1,,0,,7.355983,1100018,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,14007,0,1.0,0.0,Historical Untrained Local,8.29370655796381,0.01752227544784546,0.0,"[5,4,3,0,1,2,7,6]",3.5,8631,9.625,,0.0,heldout_medium,7,0.0,0.0,0.14285714285714285,10.545944690704346,123,7,3.514872934474461
"[6,2,7,32]",0.0,0.0,0.0,0.0,6.681818008422852,0,,,,6,1.7997969999999999,1.8554374999999999,1.8627467,7.255235,,0,agent_drop,1,,3.360347,1100019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.19369417428970337,0.0,"[4,6,2,7]",,4932,4.125,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.1351189613342285,123,3,1.0367985913580284
"[2,7,6,3,0]",0.0,0.0,0.0,0.0,14.338901042938232,0,,,-1.0,4,1.788393,1.8062984,1.8092484800000002,8.959604,5,1,,0,,5.174874,1100020,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,5.572716384759556,0.0176924467086792,0.0,"[5,2,7,6,3,0]",2.5,6165,7.25,,0.0,heldout_medium,5,0.0,0.0,0.2,10.487458860874176,123,5,2.756811296876805
"[7,1,6,0,3]",0.0,0.0,0.0,0.0,13.540072083473206,0,,,-1.0,4,1.796466,1.8177184,1.81870048,9.015143,5,1,,0,,4.830501,1100021,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,12.0,0.022355973720550537,0.0,"[4,7,1,6,0,3]",2.5,6165,8.5,,0.0,heldout_medium,5,0.0,0.0,0.2,10.39400427341461,123,5,2.8709251609433055
"[3,1,5,32]",0.0,0.0,0.0,0.0,7.817544460296631,0,,,,4,1.8201085,1.85256435,1.85669607,7.309376,,0,agent_drop,1,,3.734057,1100022,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,9.430435072292427,0.059296369552612305,0.0,"[6,3,1,5]",,4932,3.25,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.4209312915801995,123,3,1.398873618250164
"[0,4,2,3,32]",0.0,0.0,0.0,0.0,10.260774850845337,0,,,,4,1.827108,1.8562338,1.86164276,9.08094,,0,agent_drop,1,,4.717423,1100023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,5.325795117791057,0.10198849439620972,0.0,"[1,0,4,2,3]",,6165,5.25,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.488587665557861,123,4,1.8327628874615947
"[7,6,2]",0.0,0.0,0.0,0.0,8.946784496307373,1,,,1.0,4,1.774875,1.808985,1.812017,5.360325,3,1,,0,,2.842765,1100024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,2.73713362408633,0.03339993953704834,0.0,"[1,7,6,2]",1.5,3699,4.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.864044284820556,123,3,1.7546048610267206
"[6,3,5]",0.0,0.0,0.0,0.0,7.402012228965759,1,,,1.0,4,1.795435,1.8085534,1.80971948,5.399963,3,1,,0,,4.890879,1100025,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.23745965957641602,0.0,"[0,6,3,5]",1.5,3699,4.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.947528314590453,123,3,1.2528421484551346
"[6,2,0,4,5]",0.0,0.0,0.0,0.0,12.4408358335495,0,,,-1.0,4,1.800396,1.8166596,1.81981192,9.000669,5,1,,0,,6.2028490000000005,1100026,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,1,10005,0,1.0,0.0,Historical Untrained Local,12.0,0.025797605514526367,0.0,"[3,6,2,0,4,5]",2.5,6165,7.375,,0.0,heldout_medium,5,0.0,0.0,0.2,10.246520853042602,123,5,2.2679971619182746
"[7,4,3,2,0,5,6]",0.0,0.0,0.0,0.0,16.938462018966675,0,,,-3.0,4,1.800538,1.8172396,1.81837672,12.609919,7,1,,0,,9.810714,1100027,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,14007,0,1.0,0.0,Historical Untrained Local,12.0,0.08105289936065674,0.0,"[1,7,4,3,2,0,5,6]",3.5,8631,10.125,,0.0,heldout_medium,7,0.0,0.0,0.14285714285714285,10.16734567284584,123,7,2.8800925522863867
"[2,6,5]",0.0,0.0,0.0,0.0,7.5126917362213135,1,,,1.0,4,1.800628,1.8055474,1.8059846800000001,5.377603,3,1,,0,,2.593517,1100028,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,9.22960552998902,0.12283551692962646,0.0,"[1,2,6,5]",1.5,3699,4.875,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.576189231872558,123,3,1.330835365378892
"[1,0]",0.0,0.0,0.0,0.0,6.631612539291382,1,,,2.0,4,1.8069855000000001,1.8138619500000002,1.8144731900000002,3.6139710000000003,2,1,,0,,1.100306,1100029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,5.154364168098071,0.024061918258666992,0.0,"[3,1,0]",1.0,2466,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,11.047747611999512,123,2,1.4175314730174229
"[1,7]",0.0,0.0,0.0,0.0,5.909796953201294,1,,,2.0,4,1.8167425000000001,1.8252173500000002,1.82597067,3.6334850000000003,2,1,,0,,1.8310879999999998,1100030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,5.234744399889539,0.20555442571640015,0.0,"[6,1,7]",1.0,2466,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.557708501815796,123,2,1.0976377755590683
"[0,1]",0.0,0.0,0.0,0.0,7.022740840911865,1,,,2.0,4,1.83718,1.849276,1.8503512,3.67436,2,1,,0,,2.42511,1100031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.0804213285446167,0.0,"[6,0,1]",1.0,2466,2.625,,0.0,heldout_medium,2,0.0,0.0,0.5,11.135823440551759,123,2,1.5446990771739166
"[7,4,5]",0.0,0.0,0.0,0.0,9.257080793380737,1,,,1.0,4,1.783509,1.835052,1.8396336,5.402806,3,1,,0,,2.855632,1100032,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,11.935524079571879,0.09835970401763916,0.0,"[0,7,4,5]",1.5,3699,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.812654542922973,123,3,1.8330250651363862
"[3,2]",0.0,0.0,0.0,0.0,5.163137316703796,1,,,2.0,4,1.7830370000000002,1.7890139,1.7895451800000002,3.5660740000000004,2,1,,0,,1.965155,1100033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.017483055591583252,0.0,"[5,3,2]",1.0,2466,3.375,,0.0,heldout_medium,2,0.0,0.0,0.5,10.60267481803894,123,2,1.0603683265610657
"[3,0,2,4,5,6,7]",0.0,0.0,0.0,0.0,17.79477310180664,0,,,-3.0,4,1.793778,1.8198635,1.8255095,12.576093,7,1,,0,,6.366522,1100034,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,1,14007,0,1.0,0.0,Historical Untrained Local,12.0,0.11154979467391968,0.0,"[1,3,0,2,4,5,6,7]",3.5,8631,10.75,,0.0,heldout_medium,7,0.0,0.0,0.14285714285714285,10.574580264091493,123,7,3.004278939100997
"[2,5,32]",0.0,0.0,0.0,0.0,6.2429749965667725,0,,,,6,1.80679,1.8557788,1.8601333599999998,5.470079,,0,agent_drop,1,,2.2060750000000002,1100035,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,6003,0,,0.0,Historical Untrained Local,12.0,0.1548481583595276,0.0,"[1,2,5]",,3699,3.0,,0.0,heldout_medium,3,0.0,0.0,0.0,-5.6961493492126465,123,2,1.2263534135095178
"[1,0,5,7,32]",0.0,0.0,0.0,0.0,10.64460563659668,0,,,,4,1.789317,1.839294,1.8452435999999999,9.011616,,0,agent_drop,1,,3.790484,1100036,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,9.363142261167228,0.027006208896636963,0.0,"[4,1,0,5,7]",,6165,5.375,,0.0,heldout_medium,5,0.0,0.0,0.0,-6.584027957916259,123,4,1.9861519501539107
"[5,4,2,1]",0.0,0.0,0.0,0.0,9.665599703788757,1,,,0.0,4,1.784659,1.8106537999999999,1.81288676,7.155387,4,1,,0,,4.031024,1100037,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,8004,0,1.0,0.0,Historical Untrained Local,6.398014076702592,0.08307594060897827,0.0,"[6,5,4,2,1]",2.0,4932,5.875,,0.0,heldout_medium,4,0.0,0.0,0.25,10.545270669460297,123,4,1.8127080654325818
"[3,0,7]",0.0,0.0,0.0,0.0,8.50234842300415,1,,,1.0,4,1.809925,1.8105864999999999,1.8106453,5.418216,3,1,,0,,3.395936,1100038,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.18467432260513306,0.0,"[4,3,0,7]",1.5,3699,4.75,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.826888847351075,123,3,1.531398117825411
"[6,5,4,0]",0.0,0.0,0.0,0.0,13.340455770492554,1,,,3.0,7,1.7879585,1.8014511,1.80335502,7.15076,4,1,,0,,2.799397,1100039,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1,0,8004,0,1.0,0.0,Historical Untrained Local,3.962092823416919,0.0380784273147583,0.0,"[7,6,5,4,0]",1.0,4932,6.375,,0.0,heldout_medium,4,0.0,0.0,0.25,10.756766271591186,123,4,2.874923500128336
"[5,7,0,6,32]",0.0,0.0,0.0,0.0,11.639121532440186,0,,,,4,1.807517,1.8303242,1.83328564,9.041472,,0,agent_drop,1,,4.44432,1100040,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,12.0,0.041045963764190674,0.0,"[2,5,7,0,6]",,6165,6.5,,0.0,heldout_medium,5,0.0,0.0,0.0,-6.139789724349975,123,4,2.2183326211514682
"[7,6,4]",0.0,0.0,0.0,0.0,8.41285264492035,1,,,1.0,4,1.793333,1.7937416,1.79377792,5.376092,3,1,,0,,2.42285,1100041,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.1266067624092102,0.0,"[5,7,6,4]",1.5,3699,4.625,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.821384143829347,123,3,1.6484428401085802
"[0,6,4]",0.0,0.0,0.0,0.0,8.513005256652832,1,,,1.0,4,1.803179,1.8214805,1.8231073,5.413369,3,1,,0,,2.232923,1100042,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,12.0,0.16864460706710815,0.0,"[3,0,6,4]",1.5,3699,4.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.606535911560059,123,3,1.5880165215554527
"[3,5]",0.0,0.0,0.0,0.0,5.169612646102905,1,,,2.0,4,1.8057984999999999,1.8094160499999998,1.80973761,3.6115969999999997,2,1,,0,,1.682539,1100043,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,12.0,0.3225982189178467,0.0,"[7,3,5]",1.0,2466,2.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.678639698028563,123,2,0.837099870960774
"[2,6,1,32]",0.0,0.0,0.0,0.0,8.618021965026855,0,,,,4,1.8147935,1.84774525,1.85058985,7.269907,,0,agent_drop,1,,3.325057,1100044,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,8004,0,,0.0,Historical Untrained Local,12.0,0.2615388035774231,0.0,"[5,2,6,1]",,4932,5.0,,0.0,heldout_medium,4,0.0,0.0,0.0,-5.640197658538818,123,3,1.5488586413135224
"[1,32]",0.0,0.0,0.0,0.0,2.5345041751861572,0,,,,4,1.8277670000000001,1.8491861,1.85109002,3.6555340000000003,,0,agent_drop,1,,1.055339,1100045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0,4002,0,,0.0,Historical Untrained Local,12.0,0.3663739562034607,0.0,"[7,1]",,2466,1.625,,0.0,heldout_medium,2,0.0,0.0,0.0,-5.307610130310058,123,1,0.40148196337725395
"[2,4,6,0,32]",0.0,0.0,0.0,0.0,10.730045557022095,0,,,,4,1.810119,1.8423505999999998,1.84500212,9.07525,,0,agent_drop,1,,3.621467,1100046,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,1,0,10005,0,,0.0,Historical Untrained Local,12.0,0.2677080035209656,0.0,"[7,2,4,6,0]",,6165,5.75,,0.0,heldout_medium,5,0.0,0.0,0.0,-6.333215522766112,123,4,1.814948997043924
"[0,6,2]",0.0,0.0,0.0,0.0,10.834872961044312,1,,,1.0,4,1.816022,1.8223175,1.8228771000000001,5.41434,3,1,,0,,2.656801,1100047,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,0.21250099218610632,0.004631936550140381,0.0,"[1,0,6,2]",1.5,3699,4.625,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.860499000549316,123,3,2.462198425831428
"[6,3,2,7,32]",0.0,0.0,0.0,0.0,9.120652675628662,0,,,,6,1.801172,1.8425254,1.84851468,9.044615,,0,agent_drop,1,,4.762035,1100048,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,0,10005,0,,0.0,Historical Untrained Local,12.0,0.04979109764099121,0.0,"[5,6,3,2,7]",,6165,5.625,,0.0,heldout_medium,5,0.0,0.0,0.0,-5.653096294403076,123,4,1.8825402118049155
"[1,4,7]",0.0,0.0,0.0,0.0,7.212667226791382,1,,,1.0,4,1.81042,1.8422664999999998,1.8450973,5.437885,3,1,,0,,2.2597110000000002,1100049,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Historical Untrained Local,5.178000422993583,0.16377055644989014,0.0,"[5,1,4,7]",1.5,3699,4.625,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.08535213470459,123,3,1.167887375719662
"[7,0]",0.0,0.0,0.0,0.0,5.43280029296875,1,,,2.0,4,1.7953595,1.80053585,1.80099597,3.590719,2,1,,0,,1.624632,1100050,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,9.25700629157798,0.17247432470321655,0.0,"[1,7,0]",1.0,2466,3.625,,0.0,heldout_medium,2,0.0,0.0,0.5,10.838745832443237,123,2,0.9664140599101145
"[4,2]",0.0,0.0,0.0,0.0,7.23769736289978,1,,,2.0,4,1.817914,1.8301441,1.83123122,3.635828,2,1,,0,,1.440595,1100051,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Historical Untrained Local,2.850113365025347,0.009832382202148438,0.0,"[7,4,2]",1.0,2466,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,11.206307744979858,123,2,1.6516134893967127
"[5,6,1,3,2,7]",0.0,0.0,0.0,0.0,16.40915024280548,0,,,-2.0,4,1.798503,1.82479075,1.8251373499999999,10.840596,6,1,,0,,6.670567,1100052,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,1,12006,0,1.0,0.0,Historical Untrained Local,4.692775982573457,0.007929623126983643,0.0,"[4,5,6,1,3,2,7]",3.0,7398,8.625,,0.0,heldout_medium,6,0.0,0.0,0.16666666666666666,10.293127191066741,123,6,3.0786189153456514
