ci95_high,ci95_low,count,mean,method,metric,standard_deviation
8.0,8.0,5,8.0,Fixed Manual Prior,geographic_strength,0.0
0.05000000819563866,0.05000000819563866,5,0.05000000819563866,Fixed Manual Prior,forwardability_binary_strength,0.0
0.05000000819563866,0.05000000819563866,5,0.05000000819563866,Fixed Manual Prior,forwardability_count_strength,0.0
0.75,0.75,5,0.75,Fixed Manual Prior,margin_strength,0.0
3.0,3.0,5,3.0,Fixed Manual Prior,lifetime_strength,0.0
0.25,0.25,5,0.25,Fixed Manual Prior,queue_headroom_strength,0.0
6.0,6.0,5,6.0,Fixed Manual Prior,onward_lifetime_strength,0.0
18.0,18.0,5,18.0,Fixed Manual Prior,break_penalty,0.0
0.8886129898436864,0.8176409217633679,5,0.8531269558035272,Fixed Manual Prior,test_teacher_action_agreement,0.02858400013172465
0.8315740068830849,0.8133644607287155,5,0.8224692338059002,Fixed Manual Prior,test_shortest_action_agreement,0.007333894639875738
0.9460448009645701,0.9285349067346922,5,0.9372898538496311,Fixed Manual Prior,test_risk_action_agreement,0.007052109830122178
13.681929525345277,13.59387423136859,5,13.637901878356933,Shortest-Oracle Only,geographic_strength,0.03546426929225505
0.0122058263294073,0.009021843013945017,5,0.010613834671676158,Shortest-Oracle Only,forwardability_binary_strength,0.0012823492673989228
0.6200178351574737,0.2996328744715852,5,0.4598253548145294,Shortest-Oracle Only,forwardability_count_strength,0.12903504161783938
0.07908693351754169,0.0641812255143263,5,0.071634079515934,Shortest-Oracle Only,margin_strength,0.006003273837887655
0.1973636684237691,0.1873824598969249,5,0.192373064160347,Shortest-Oracle Only,lifetime_strength,0.004019931693736347
0.02038532709384584,0.016887753553145892,5,0.018636540323495866,Shortest-Oracle Only,queue_headroom_strength,0.0014086477293425265
0.9230543493603325,0.9142171741153144,5,0.9186357617378235,Shortest-Oracle Only,onward_lifetime_strength,0.0035591722941172204
12.431032838821519,12.324218091964614,5,12.377625465393066,Shortest-Oracle Only,break_penalty,0.04301963886373748
