block,component,device,latency_ms,order_position,training_seed,variant
0,end_to_end_policy,cpu,0.601565,0,42,Teacher Distillation Only
0,end_to_end_policy,cpu,0.512893,1,42,Shortest+Risk (No Teacher)
0,end_to_end_policy,cpu,0.467988,2,42,Existing Phase11 Predictive Prior
0,end_to_end_policy,cpu,0.496748,3,42,Fixed Manual Prior
0,end_to_end_policy,cpu,0.461669,4,42,Risk-Oracle Only
0,end_to_end_policy,cpu,0.494986,5,42,Teacher+Shortest+Risk
0,end_to_end_policy,cpu,0.458538,6,42,Shortest-Oracle Only
1,end_to_end_policy,cpu,0.507412,0,42,Fixed Manual Prior
1,end_to_end_policy,cpu,0.460085,1,42,Teacher Distillation Only
1,end_to_end_policy,cpu,0.494498,2,42,Shortest+Risk (No Teacher)
1,end_to_end_policy,cpu,0.464089,3,42,Existing Phase11 Predictive Prior
1,end_to_end_policy,cpu,0.481621,4,42,Shortest-Oracle Only
1,end_to_end_policy,cpu,0.460992,5,42,Teacher+Shortest+Risk
1,end_to_end_policy,cpu,0.469337,6,42,Risk-Oracle Only
2,end_to_end_policy,cpu,0.480159,0,42,Teacher+Shortest+Risk
2,end_to_end_policy,cpu,0.48391,1,42,Shortest-Oracle Only
2,end_to_end_policy,cpu,0.464979,2,42,Teacher Distillation Only
2,end_to_end_policy,cpu,0.467837,3,42,Shortest+Risk (No Teacher)
2,end_to_end_policy,cpu,0.474546,4,42,Risk-Oracle Only
2,end_to_end_policy,cpu,0.470027,5,42,Fixed Manual Prior
2,end_to_end_policy,cpu,0.47584,6,42,Existing Phase11 Predictive Prior
3,end_to_end_policy,cpu,0.480767,0,42,Fixed Manual Prior
3,end_to_end_policy,cpu,0.475949,1,42,Shortest+Risk (No Teacher)
3,end_to_end_policy,cpu,0.570722,2,42,Teacher+Shortest+Risk
3,end_to_end_policy,cpu,0.493834,3,42,Risk-Oracle Only
3,end_to_end_policy,cpu,0.469989,4,42,Existing Phase11 Predictive Prior
3,end_to_end_policy,cpu,0.483124,5,42,Shortest-Oracle Only
3,end_to_end_policy,cpu,0.470896,6,42,Teacher Distillation Only
4,end_to_end_policy,cpu,0.492114,0,42,Teacher+Shortest+Risk
4,end_to_end_policy,cpu,0.468374,1,42,Fixed Manual Prior
4,end_to_end_policy,cpu,0.472169,2,42,Existing Phase11 Predictive Prior
4,end_to_end_policy,cpu,0.464229,3,42,Shortest-Oracle Only
4,end_to_end_policy,cpu,0.473769,4,42,Shortest+Risk (No Teacher)
4,end_to_end_policy,cpu,0.496179,5,42,Risk-Oracle Only
4,end_to_end_policy,cpu,0.480391,6,42,Teacher Distillation Only
5,end_to_end_policy,cpu,0.490911,0,42,Shortest+Risk (No Teacher)
5,end_to_end_policy,cpu,0.499794,1,42,Teacher Distillation Only
5,end_to_end_policy,cpu,0.475999,2,42,Teacher+Shortest+Risk
