backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,gate_decision_steps,gate_outcome_divergence_steps__0.0000,gate_outcome_divergence_steps__0.0100,gate_outcome_divergence_steps__0.0200,gate_outcome_divergence_steps__0.0500,gate_outcome_divergence_steps__0.1000,gate_outcome_divergence_steps__0.2000,gate_skip_steps__0.0000,gate_skip_steps__0.0100,gate_skip_steps__0.0200,gate_skip_steps__0.0500,gate_skip_steps__0.1000,gate_skip_steps__0.2000,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
0.0,0.0,0.0,0.0,5.336532235145569,1,,,2.0,4,0.837083,0.925058,0.932878,1.674166,2,1,,0,,0.7977080000000001,1100014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,8.268041821936714,0.06349343061447144,0.0,1.0,3010,2.625,,2.0,heldout_medium,2,0.0,0.0,0.5,10.866651391983034,42,2,1.035151379575507
0.0,0.0,0.0,0.0,4.684369206428528,1,,,2.0,4,0.7737915,0.83731665,0.84296333,1.547583,2,1,,0,,0.618875,1100015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.279763400554657,0.0,1.0,3010,3.25,,2.0,heldout_medium,2,0.0,0.0,0.5,10.657536339759826,42,2,0.7220116233523912
0.0,0.0,0.0,0.0,5.331155061721802,1,,,2.0,4,0.7114590000000001,0.7288965,0.7304465,1.4229180000000001,2,1,,0,,0.670792,1100016,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,3.6976835557762664,0.21159017086029053,0.0,1.0,3010,3.875,,2.0,heldout_medium,2,0.0,0.0,0.5,10.702547001838685,42,2,0.9179384849611445
0.0,0.0,0.0,0.0,4.929038047790527,1,,,2.0,4,0.7413125,0.75505595,0.75627759,1.482625,2,1,,0,,1.004582,1100017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.22108882665634155,0.0,1.0,3010,2.25,,2.0,heldout_medium,2,0.0,0.0,0.5,10.685526275634764,42,2,0.8122273320745776
0.0,0.0,0.0,0.0,7.201524257659912,1,,,2.0,4,0.702854,0.7062478999999999,0.7065495799999999,1.405708,2,1,,0,,0.928417,1100018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.007226504385471344,SwitchGLOBE Exact,12.0,0.032773494720458984,0.0,1.0,3010,3.625,,1.0,heldout_medium,2,0.0,0.0,0.5,11.157442712783814,42,2,1.6296736319234384
0.0,0.0,0.0,0.0,10.467812776565552,1,,,3.0,6,0.804709,1.4012209,1.45424418,3.055751,3,1,,0,,1.248125,1100019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.08717823028564453,0.0,1.0,4515,4.0,,3.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.487733507156372,42,3,2.2894634735498762
0.0,0.0,0.0,0.0,6.9006266593933105,1,,,2.0,4,0.8159160000000001,0.9193035,0.9284935000000001,1.6318320000000002,2,1,,0,,0.9959169999999999,1100020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.02230755239725113,SwitchGLOBE Exact,7.9570508239596,0.0176924467086792,0.0,1.0,3010,3.125,,1.0,heldout_medium,2,0.0,0.0,0.5,10.87357783317566,42,2,1.5167529317942154
0.0,0.0,0.0,0.0,4.950976848602295,1,,,2.0,4,0.785417,0.7950541999999999,0.79591084,1.570834,2,1,,0,,0.856084,1100021,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.14661765098571777,0.0,1.0,3010,3.25,,2.0,heldout_medium,2,0.0,0.0,0.5,10.782589030265807,42,2,0.8759954754427355
0.0,0.0,0.0,0.0,6.061603546142578,1,,,2.0,4,0.7541249999999999,0.8158875,0.8213775,1.5082499999999999,2,1,,0,,0.990459,1100022,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.059296369552612305,0.0,1.0,3010,2.625,,2.0,heldout_medium,2,0.0,0.0,0.5,10.809703159332276,42,2,1.2152002564922668
0.0,0.0,0.0,0.0,6.721601247787476,1,,,2.0,4,0.6998955,0.71611395,0.71755559,1.399791,2,1,,0,,0.772167,1100023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.07531803846359253,0.0,1.0,3010,2.75,,2.0,heldout_medium,2,0.0,0.0,0.5,10.783932304382324,42,2,1.426146955137927
0.0,0.0,0.0,0.0,5.999647617340088,1,,,2.0,4,1.097771,1.4402021,1.47064042,2.195542,2,1,,0,,0.940084,1100024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,8.21324739472976,0.2432948350906372,0.0,1.0,3010,3.125,,2.0,heldout_medium,2,0.0,0.0,0.5,10.992956733703613,42,2,1.1249589641282256
0.0,0.0,0.0,0.0,6.46799898147583,1,,,2.0,4,0.6850210000000001,0.7090024,0.71113408,1.3700420000000002,2,1,,0,,1.391667,1100025,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.11597800254821777,0.0,1.0,3010,3.125,,2.0,heldout_medium,2,0.0,0.0,0.5,11.035424661636352,42,2,1.318751270920373
0.0,0.0,0.0,0.0,4.231948375701904,1,,,2.0,4,0.8062705,0.9234014500000001,0.93381309,1.612541,2,1,,0,,1.2400419999999999,1100026,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.37028998136520386,0.0,1.0,3010,3.0,,2.0,heldout_medium,2,0.0,0.0,0.5,10.642943477630615,42,2,0.579955960788574
0.0,0.0,0.0,0.0,4.981682300567627,1,,,2.0,4,0.7577295,0.79457325,0.79784825,1.515459,2,1,,0,,1.49075,1100027,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.032073117792606354,SwitchGLOBE Exact,12.0,0.007926881313323975,0.0,1.0,3010,3.0,,1.0,heldout_medium,2,0.0,0.0,0.5,10.79241293668747,42,2,1.0483940065130426
0.0,0.0,0.0,0.0,4.864949941635132,1,,,2.0,4,0.8519785,0.8987222500000001,0.9028772500000001,1.703957,2,1,,0,,0.8022499999999999,1100028,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,10.229607309053891,0.3406006693840027,0.0,1.0,3010,3.0,,2.0,heldout_medium,2,0.0,0.0,0.5,10.700191497802734,42,2,0.7448762078498596
0.0,0.0,0.0,0.0,6.631612539291382,1,,,2.0,4,0.8316875,0.88105565,0.88544393,1.663375,2,1,,0,,0.674917,1100029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.015938080847263336,SwitchGLOBE Exact,5.154364168098071,0.024061918258666992,0.0,1.0,3010,3.25,,1.0,heldout_medium,2,0.0,0.0,0.5,11.047747611999512,42,2,1.4175314730174229
0.0,0.0,0.0,0.0,4.309770703315735,1,,,2.0,4,0.8289580000000001,0.928183,0.937003,1.6579160000000002,2,1,,0,,0.8156669999999999,1100030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.35936689376831055,0.0,1.0,3010,2.75,,2.0,heldout_medium,2,0.0,0.0,0.5,10.589842748641969,42,2,0.6012133768917929
0.0,0.0,0.0,0.0,7.127788305282593,1,,,2.0,4,0.7194165,0.72417885,0.72460217,1.438833,2,1,,0,,1.0928330000000002,1100031,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.09418672323226929,0.0,1.0,3010,2.375,,2.0,heldout_medium,2,0.0,0.0,0.5,11.132725095748901,42,2,1.5881081270877253
0.0,0.0,0.0,0.0,5.803756952285767,1,,,2.0,4,0.7342295000000001,0.8123607500000001,0.81930575,1.4684590000000002,2,1,,0,,0.803417,1100032,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.2413022518157959,0.0,1.0,3010,3.125,,2.0,heldout_medium,2,0.0,0.0,0.5,10.954375696182252,42,2,1.0548205534210844
0.0,0.0,0.0,0.0,5.163137316703796,1,,,2.0,4,1.257979,1.7775598,1.82374476,2.515958,2,1,,0,,0.914959,1100033,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.022516943514347076,SwitchGLOBE Exact,12.0,0.017483055591583252,0.0,1.0,3010,3.375,,1.0,heldout_medium,2,0.0,0.0,0.5,10.60267481803894,42,2,1.0603683265610657
0.0,0.0,0.0,0.0,6.76546835899353,1,,,2.0,4,0.747,0.7927497,0.79681634,1.494,2,1,,0,,0.756041,1100034,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,3.9809358721830588,0.07489258050918579,0.0,1.0,3010,3.0,,2.0,heldout_medium,2,0.0,0.0,0.5,11.130736446380615,42,2,1.4429776198601907
0.0,0.0,0.0,0.0,9.343380212783813,1,,,3.0,6,0.834417,0.850392,0.851812,2.38325,3,1,,0,,0.859041,1100035,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3,1,0,6003,0,1.0,0.03880885988473892,SwitchGLOBE Exact,12.0,0.0011911392211914062,0.0,1.0,4515,3.875,,2.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.395066595077516,42,3,1.9025007236626443
0.0,0.0,0.0,0.0,4.365717887878418,1,,,2.0,4,0.659375,0.6669503,0.6676236600000001,1.31875,2,1,,0,,0.511625,1100036,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.3258824348449707,0.0,1.0,3010,2.625,,2.0,heldout_medium,2,0.0,0.0,0.5,10.653021669387817,42,2,0.6285837192197619
0.0,0.0,0.0,0.0,4.4736204743385315,1,,,2.0,4,0.6777705,0.70850145,0.71123309,1.355541,2,1,,0,,0.804583,1100037,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.09817814826965332,0.0,1.0,3010,2.875,,2.0,heldout_medium,2,0.0,0.0,0.5,10.68010963201523,42,2,0.8601909637396263
0.0,0.0,0.0,0.0,5.944490909576416,1,,,2.0,4,0.7521875,0.77886845,0.78124009,1.504375,2,1,,0,,1.216333,1100038,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.16591161489486694,0.0,1.0,3010,3.375,,2.0,heldout_medium,2,0.0,0.0,0.5,10.926453447341919,42,2,1.1208522176914997
0.0,0.0,0.0,0.0,13.340455770492554,1,,,3.0,7,0.6369374999999999,0.6897535499999999,0.69648351,2.602416,4,1,,0,,1.019374,1100039,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4,4,1,0,8004,0,1.0,0.0019215717911720276,SwitchGLOBE Exact,3.962092823416919,0.0380784273147583,0.0,1.0,6020,6.375,,3.0,heldout_medium,4,0.0,0.0,0.25,10.756766271591186,42,4,2.874923500128336
0.0,0.0,0.0,0.0,4.539848566055298,1,,,2.0,4,0.7061875,0.7411556499999999,0.7442639299999999,1.412375,2,1,,0,,0.7270829999999999,1100040,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.3303654193878174,0.0,1.0,3010,2.875,,2.0,heldout_medium,2,0.0,0.0,0.5,10.699844121932983,42,2,0.6649402104863249
0.0,0.0,0.0,0.0,5.674513339996338,1,,,2.0,4,0.9936670000000001,1.2149923,1.23466566,1.9873340000000002,2,1,,0,,0.737374,1100041,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.1266067624092102,0.0,1.0,3010,2.875,,2.0,heldout_medium,2,0.0,0.0,0.5,10.923646688461304,42,2,1.0600970589151544
0.0,0.0,0.0,0.0,6.065312385559082,1,,,2.0,4,0.7407710000000001,0.7949771,0.79979542,1.4815420000000001,2,1,,0,,0.584167,1100042,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.18437665700912476,0.0,1.0,3010,2.75,,2.0,heldout_medium,2,0.0,0.0,0.5,10.722339916229249,42,2,1.1562285890674175
0.0,0.0,0.0,0.0,5.169612646102905,1,,,2.0,4,1.5801455,2.0847264500000002,2.1295780900000003,3.160291,2,1,,0,,0.8704179999999999,1100043,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.3225982189178467,0.0,1.0,3010,2.0,,2.0,heldout_medium,2,0.0,0.0,0.5,10.678639698028563,42,2,0.837099870960774
0.0,0.0,0.0,0.0,7.040425777435303,1,,,2.0,4,0.7644375,0.83949435,0.84616607,1.528875,2,1,,0,,0.664874,1100044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,0,4002,0,1.0,0.0,SwitchGLOBE Exact,12.0,0.11287558078765869,0.0,1.0,3010,3.375,,2.0,heldout_medium,2,0.0,0.0,0.5,10.8043363571167,42,2,1.549087351391691
