cold_start_mean_ms,cold_start_p50_ms,cold_start_p95_ms,cold_start_p99_ms,cold_start_repeats,component,decisions_per_second,device,mean_ms,p50_ms,p95_ms,p99_ms,repeats,training_seed,variant,warmup
,,,,0,end_to_end_policy,2140.719665617276,cpu,0.46713262650000004,0.4599935,0.5147661499999999,0.63936867,2000,123,Fixed Manual Prior,50
,,,,0,end_to_end_policy,2142.548109369805,cpu,0.46673397699999997,0.4599255,0.5110427999999999,0.63796802,2000,123,Shortest-Oracle Only,50
,,,,0,end_to_end_policy,2146.127865484843,cpu,0.4659554615,0.458513,0.5152825999999999,0.6046749199999999,2000,123,Risk-Oracle Only,50
,,,,0,end_to_end_policy,2143.7270596417775,cpu,0.466477295,0.460213,0.5113483,0.6206707,2000,123,Shortest+Risk (No Teacher),50
,,,,0,end_to_end_policy,2147.3541680006433,cpu,0.4656893655,0.4594575,0.5125835,0.5959055299999999,2000,123,Teacher Distillation Only,50
,,,,0,end_to_end_policy,2146.5732229569962,cpu,0.465858788,0.458719,0.5099009499999999,0.62414624,2000,123,Teacher+Shortest+Risk,50
,,,,0,end_to_end_policy,2142.710290676864,cpu,0.46669865,0.459061,0.5123216,0.6011437299999999,2000,123,Existing Phase11 Predictive Prior,50
,,,,0,end_to_end_policy,689.9793613580424,cuda,1.449318713,1.4433265,1.5090479,1.5355157499999998,2000,123,Fixed Manual Prior,50
,,,,0,end_to_end_policy,689.09502037839,cuda,1.451178677,1.4444970000000001,1.5108857,1.53663075,2000,123,Shortest-Oracle Only,50
,,,,0,end_to_end_policy,689.4413535894204,cuda,1.4504496935000002,1.4446045,1.5082424,1.53340039,2000,123,Risk-Oracle Only,50
,,,,0,end_to_end_policy,690.37122473391,cuda,1.4484960615,1.4427975000000002,1.5073708,1.53246375,2000,123,Shortest+Risk (No Teacher),50
,,,,0,end_to_end_policy,689.9757544210338,cuda,1.4493262894999999,1.4434225,1.5115204500000001,1.53851298,2000,123,Teacher Distillation Only,50
,,,,0,end_to_end_policy,690.3541343119473,cuda,1.4485319205,1.442516,1.5085395499999998,1.53178549,2000,123,Teacher+Shortest+Risk,50
,,,,0,end_to_end_policy,690.3034399447804,cuda,1.4486382974999998,1.4431395,1.5059597500000002,1.53332331,2000,123,Existing Phase11 Predictive Prior,50
