block,component,device,latency_ms,order_position,training_seed,variant
22,end_to_end_policy,cpu,0.462121,2,123,Fixed Manual Prior
22,end_to_end_policy,cpu,0.497655,3,123,Risk-Oracle Only
22,end_to_end_policy,cpu,0.45819,4,123,Shortest+Risk (No Teacher)
22,end_to_end_policy,cpu,0.496464,5,123,Shortest-Oracle Only
22,end_to_end_policy,cpu,0.453898,6,123,Teacher+Shortest+Risk
23,end_to_end_policy,cpu,0.47518,0,123,Fixed Manual Prior
23,end_to_end_policy,cpu,0.477362,1,123,Existing Phase11 Predictive Prior
23,end_to_end_policy,cpu,0.494385,2,123,Shortest+Risk (No Teacher)
23,end_to_end_policy,cpu,0.454498,3,123,Teacher+Shortest+Risk
23,end_to_end_policy,cpu,0.465251,4,123,Teacher Distillation Only
23,end_to_end_policy,cpu,0.438739,5,123,Shortest-Oracle Only
23,end_to_end_policy,cpu,0.471092,6,123,Risk-Oracle Only
24,end_to_end_policy,cpu,0.451094,0,123,Risk-Oracle Only
24,end_to_end_policy,cpu,0.510798,1,123,Teacher Distillation Only
24,end_to_end_policy,cpu,0.43781,2,123,Shortest-Oracle Only
24,end_to_end_policy,cpu,0.46963,3,123,Existing Phase11 Predictive Prior
24,end_to_end_policy,cpu,0.435708,4,123,Teacher+Shortest+Risk
24,end_to_end_policy,cpu,0.505722,5,123,Shortest+Risk (No Teacher)
24,end_to_end_policy,cpu,0.446583,6,123,Fixed Manual Prior
25,end_to_end_policy,cpu,0.488035,0,123,Existing Phase11 Predictive Prior
25,end_to_end_policy,cpu,0.442357,1,123,Teacher Distillation Only
25,end_to_end_policy,cpu,0.463591,2,123,Shortest-Oracle Only
25,end_to_end_policy,cpu,0.450892,3,123,Fixed Manual Prior
25,end_to_end_policy,cpu,0.449091,4,123,Teacher+Shortest+Risk
25,end_to_end_policy,cpu,0.456121,5,123,Risk-Oracle Only
25,end_to_end_policy,cpu,0.457669,6,123,Shortest+Risk (No Teacher)
26,end_to_end_policy,cpu,0.472601,0,123,Teacher Distillation Only
26,end_to_end_policy,cpu,0.449556,1,123,Fixed Manual Prior
26,end_to_end_policy,cpu,0.456575,2,123,Teacher+Shortest+Risk
26,end_to_end_policy,cpu,0.444683,3,123,Shortest-Oracle Only
26,end_to_end_policy,cpu,0.464766,4,123,Existing Phase11 Predictive Prior
26,end_to_end_policy,cpu,0.434149,5,123,Risk-Oracle Only
26,end_to_end_policy,cpu,0.471164,6,123,Shortest+Risk (No Teacher)
27,end_to_end_policy,cpu,0.448266,0,123,Fixed Manual Prior
27,end_to_end_policy,cpu,0.469874,1,123,Teacher Distillation Only
27,end_to_end_policy,cpu,0.435482,2,123,Risk-Oracle Only
27,end_to_end_policy,cpu,0.460165,3,123,Teacher+Shortest+Risk
27,end_to_end_policy,cpu,0.438236,4,123,Shortest+Risk (No Teacher)
27,end_to_end_policy,cpu,0.445486,5,123,Shortest-Oracle Only
27,end_to_end_policy,cpu,0.454175,6,123,Existing Phase11 Predictive Prior
28,end_to_end_policy,cpu,0.456985,0,123,Risk-Oracle Only
28,end_to_end_policy,cpu,0.468745,1,123,Teacher+Shortest+Risk
28,end_to_end_policy,cpu,0.554084,2,123,Teacher Distillation Only
28,end_to_end_policy,cpu,0.467405,3,123,Fixed Manual Prior
28,end_to_end_policy,cpu,0.452753,4,123,Shortest+Risk (No Teacher)
28,end_to_end_policy,cpu,0.488323,5,123,Existing Phase11 Predictive Prior
28,end_to_end_policy,cpu,0.458653,6,123,Shortest-Oracle Only
29,end_to_end_policy,cpu,0.474779,0,123,Teacher+Shortest+Risk
29,end_to_end_policy,cpu,0.451732,1,123,Fixed Manual Prior
29,end_to_end_policy,cpu,0.463448,2,123,Shortest-Oracle Only
29,end_to_end_policy,cpu,0.433556,3,123,Shortest+Risk (No Teacher)
29,end_to_end_policy,cpu,0.473603,4,123,Existing Phase11 Predictive Prior
29,end_to_end_policy,cpu,0.436754,5,123,Risk-Oracle Only
29,end_to_end_policy,cpu,0.467153,6,123,Teacher Distillation Only
30,end_to_end_policy,cpu,0.465163,0,123,Teacher Distillation Only
30,end_to_end_policy,cpu,0.499181,1,123,Shortest+Risk (No Teacher)
30,end_to_end_policy,cpu,0.4422,2,123,Existing Phase11 Predictive Prior
30,end_to_end_policy,cpu,0.479965,3,123,Shortest-Oracle Only
30,end_to_end_policy,cpu,0.459144,4,123,Fixed Manual Prior
30,end_to_end_policy,cpu,0.451475,5,123,Risk-Oracle Only
30,end_to_end_policy,cpu,0.458567,6,123,Teacher+Shortest+Risk
31,end_to_end_policy,cpu,0.462495,0,123,Shortest+Risk (No Teacher)
31,end_to_end_policy,cpu,0.460493,1,123,Fixed Manual Prior
31,end_to_end_policy,cpu,0.44567,2,123,Teacher+Shortest+Risk
31,end_to_end_policy,cpu,0.469765,3,123,Existing Phase11 Predictive Prior
31,end_to_end_policy,cpu,0.430351,4,123,Shortest-Oracle Only
31,end_to_end_policy,cpu,0.463597,5,123,Risk-Oracle Only
31,end_to_end_policy,cpu,0.431121,6,123,Teacher Distillation Only
32,end_to_end_policy,cpu,0.482336,0,123,Existing Phase11 Predictive Prior
32,end_to_end_policy,cpu,0.439866,1,123,Teacher Distillation Only
32,end_to_end_policy,cpu,0.555254,2,123,Risk-Oracle Only
32,end_to_end_policy,cpu,0.459913,3,123,Shortest+Risk (No Teacher)
32,end_to_end_policy,cpu,0.514103,4,123,Fixed Manual Prior
32,end_to_end_policy,cpu,0.458085,5,123,Shortest-Oracle Only
32,end_to_end_policy,cpu,0.479486,6,123,Teacher+Shortest+Risk
33,end_to_end_policy,cpu,0.456237,0,123,Teacher Distillation Only
33,end_to_end_policy,cpu,0.472591,1,123,Teacher+Shortest+Risk
33,end_to_end_policy,cpu,0.452594,2,123,Fixed Manual Prior
33,end_to_end_policy,cpu,0.471622,3,123,Existing Phase11 Predictive Prior
33,end_to_end_policy,cpu,0.444453,4,123,Shortest-Oracle Only
33,end_to_end_policy,cpu,0.451657,5,123,Shortest+Risk (No Teacher)
33,end_to_end_policy,cpu,0.459015,6,123,Risk-Oracle Only
34,end_to_end_policy,cpu,0.464213,0,123,Fixed Manual Prior
34,end_to_end_policy,cpu,0.458607,1,123,Shortest-Oracle Only
34,end_to_end_policy,cpu,0.459399,2,123,Shortest+Risk (No Teacher)
34,end_to_end_policy,cpu,0.459324,3,123,Teacher Distillation Only
34,end_to_end_policy,cpu,0.442903,4,123,Existing Phase11 Predictive Prior
34,end_to_end_policy,cpu,0.457115,5,123,Teacher+Shortest+Risk
34,end_to_end_policy,cpu,0.433675,6,123,Risk-Oracle Only
35,end_to_end_policy,cpu,0.48171,0,123,Shortest+Risk (No Teacher)
35,end_to_end_policy,cpu,0.438631,1,123,Risk-Oracle Only
35,end_to_end_policy,cpu,0.465809,2,123,Fixed Manual Prior
35,end_to_end_policy,cpu,0.437071,3,123,Existing Phase11 Predictive Prior
35,end_to_end_policy,cpu,0.462096,4,123,Shortest-Oracle Only
35,end_to_end_policy,cpu,0.449364,5,123,Teacher Distillation Only
35,end_to_end_policy,cpu,0.446729,6,123,Teacher+Shortest+Risk
36,end_to_end_policy,cpu,0.472199,0,123,Risk-Oracle Only
36,end_to_end_policy,cpu,0.46364,1,123,Fixed Manual Prior
36,end_to_end_policy,cpu,0.458375,2,123,Teacher Distillation Only
36,end_to_end_policy,cpu,0.440719,3,123,Existing Phase11 Predictive Prior
36,end_to_end_policy,cpu,0.45675,4,123,Shortest+Risk (No Teacher)
36,end_to_end_policy,cpu,0.43216,5,123,Teacher+Shortest+Risk
36,end_to_end_policy,cpu,0.565632,6,123,Shortest-Oracle Only
37,end_to_end_policy,cpu,0.47353,0,123,Risk-Oracle Only
37,end_to_end_policy,cpu,0.463563,1,123,Shortest-Oracle Only
37,end_to_end_policy,cpu,0.438192,2,123,Shortest+Risk (No Teacher)
37,end_to_end_policy,cpu,0.469556,3,123,Teacher+Shortest+Risk
37,end_to_end_policy,cpu,0.43747,4,123,Fixed Manual Prior
37,end_to_end_policy,cpu,0.470657,5,123,Teacher Distillation Only
37,end_to_end_policy,cpu,0.434372,6,123,Existing Phase11 Predictive Prior
38,end_to_end_policy,cpu,0.476845,0,123,Teacher Distillation Only
38,end_to_end_policy,cpu,0.44106,1,123,Shortest+Risk (No Teacher)
38,end_to_end_policy,cpu,0.446106,2,123,Fixed Manual Prior
38,end_to_end_policy,cpu,0.456234,3,123,Shortest-Oracle Only
38,end_to_end_policy,cpu,0.447093,4,123,Existing Phase11 Predictive Prior
38,end_to_end_policy,cpu,0.460441,5,123,Teacher+Shortest+Risk
38,end_to_end_policy,cpu,0.453,6,123,Risk-Oracle Only
39,end_to_end_policy,cpu,0.481625,0,123,Shortest+Risk (No Teacher)
39,end_to_end_policy,cpu,0.44473,1,123,Shortest-Oracle Only
39,end_to_end_policy,cpu,0.459803,2,123,Risk-Oracle Only
39,end_to_end_policy,cpu,0.431447,3,123,Teacher Distillation Only
39,end_to_end_policy,cpu,0.466567,4,123,Fixed Manual Prior
39,end_to_end_policy,cpu,0.442452,5,123,Existing Phase11 Predictive Prior
39,end_to_end_policy,cpu,0.473371,6,123,Teacher+Shortest+Risk
40,end_to_end_policy,cpu,0.450852,0,123,Teacher+Shortest+Risk
40,end_to_end_policy,cpu,0.463865,1,123,Teacher Distillation Only
40,end_to_end_policy,cpu,0.439775,2,123,Existing Phase11 Predictive Prior
40,end_to_end_policy,cpu,0.567276,3,123,Shortest-Oracle Only
40,end_to_end_policy,cpu,0.450988,4,123,Fixed Manual Prior
40,end_to_end_policy,cpu,0.463272,5,123,Risk-Oracle Only
40,end_to_end_policy,cpu,0.461742,6,123,Shortest+Risk (No Teacher)
41,end_to_end_policy,cpu,0.462981,0,123,Risk-Oracle Only
41,end_to_end_policy,cpu,0.458606,1,123,Existing Phase11 Predictive Prior
41,end_to_end_policy,cpu,0.449241,2,123,Fixed Manual Prior
41,end_to_end_policy,cpu,0.456302,3,123,Teacher+Shortest+Risk
41,end_to_end_policy,cpu,0.438686,4,123,Teacher Distillation Only
41,end_to_end_policy,cpu,0.46075,5,123,Shortest-Oracle Only
41,end_to_end_policy,cpu,0.433115,6,123,Shortest+Risk (No Teacher)
42,end_to_end_policy,cpu,0.484578,0,123,Shortest+Risk (No Teacher)
42,end_to_end_policy,cpu,0.448776,1,123,Shortest-Oracle Only
42,end_to_end_policy,cpu,0.485939,2,123,Teacher+Shortest+Risk
42,end_to_end_policy,cpu,0.436205,3,123,Existing Phase11 Predictive Prior
42,end_to_end_policy,cpu,0.500646,4,123,Fixed Manual Prior
42,end_to_end_policy,cpu,0.457933,5,123,Teacher Distillation Only
42,end_to_end_policy,cpu,0.467357,6,123,Risk-Oracle Only
43,end_to_end_policy,cpu,0.456629,0,123,Shortest-Oracle Only
43,end_to_end_policy,cpu,0.449421,1,123,Teacher Distillation Only
43,end_to_end_policy,cpu,0.454963,2,123,Risk-Oracle Only
43,end_to_end_policy,cpu,0.442625,3,123,Shortest+Risk (No Teacher)
43,end_to_end_policy,cpu,0.452359,4,123,Existing Phase11 Predictive Prior
43,end_to_end_policy,cpu,0.436941,5,123,Teacher+Shortest+Risk
43,end_to_end_policy,cpu,0.454097,6,123,Fixed Manual Prior
44,end_to_end_policy,cpu,0.563337,0,123,Fixed Manual Prior
44,end_to_end_policy,cpu,0.470272,1,123,Shortest+Risk (No Teacher)
44,end_to_end_policy,cpu,0.448495,2,123,Risk-Oracle Only
44,end_to_end_policy,cpu,0.472037,3,123,Teacher+Shortest+Risk
44,end_to_end_policy,cpu,0.436596,4,123,Teacher Distillation Only
44,end_to_end_policy,cpu,0.471862,5,123,Existing Phase11 Predictive Prior
44,end_to_end_policy,cpu,0.437524,6,123,Shortest-Oracle Only
45,end_to_end_policy,cpu,0.484505,0,123,Risk-Oracle Only
45,end_to_end_policy,cpu,0.440823,1,123,Teacher+Shortest+Risk
45,end_to_end_policy,cpu,0.465048,2,123,Teacher Distillation Only
45,end_to_end_policy,cpu,0.449588,3,123,Shortest-Oracle Only
45,end_to_end_policy,cpu,0.448293,4,123,Shortest+Risk (No Teacher)
45,end_to_end_policy,cpu,0.458351,5,123,Existing Phase11 Predictive Prior
45,end_to_end_policy,cpu,0.447575,6,123,Fixed Manual Prior
46,end_to_end_policy,cpu,0.472788,0,123,Teacher Distillation Only
46,end_to_end_policy,cpu,0.449019,1,123,Teacher+Shortest+Risk
46,end_to_end_policy,cpu,0.456564,2,123,Existing Phase11 Predictive Prior
46,end_to_end_policy,cpu,0.429756,3,123,Fixed Manual Prior
46,end_to_end_policy,cpu,0.456432,4,123,Shortest-Oracle Only
46,end_to_end_policy,cpu,0.432396,5,123,Shortest+Risk (No Teacher)
46,end_to_end_policy,cpu,0.467389,6,123,Risk-Oracle Only
47,end_to_end_policy,cpu,0.445009,0,123,Fixed Manual Prior
47,end_to_end_policy,cpu,0.462753,1,123,Shortest-Oracle Only
47,end_to_end_policy,cpu,0.432457,2,123,Shortest+Risk (No Teacher)
47,end_to_end_policy,cpu,0.443408,3,123,Teacher Distillation Only
47,end_to_end_policy,cpu,0.553543,4,123,Teacher+Shortest+Risk
47,end_to_end_policy,cpu,0.461007,5,123,Risk-Oracle Only
47,end_to_end_policy,cpu,0.452692,6,123,Existing Phase11 Predictive Prior
48,end_to_end_policy,cpu,0.46412,0,123,Teacher Distillation Only
48,end_to_end_policy,cpu,0.473861,1,123,Teacher+Shortest+Risk
48,end_to_end_policy,cpu,0.472034,2,123,Shortest-Oracle Only
48,end_to_end_policy,cpu,0.461142,3,123,Shortest+Risk (No Teacher)
48,end_to_end_policy,cpu,0.449354,4,123,Fixed Manual Prior
48,end_to_end_policy,cpu,0.45573,5,123,Existing Phase11 Predictive Prior
48,end_to_end_policy,cpu,0.455096,6,123,Risk-Oracle Only
49,end_to_end_policy,cpu,0.472629,0,123,Existing Phase11 Predictive Prior
49,end_to_end_policy,cpu,0.437162,1,123,Risk-Oracle Only
49,end_to_end_policy,cpu,0.473126,2,123,Teacher+Shortest+Risk
49,end_to_end_policy,cpu,0.437356,3,123,Teacher Distillation Only
49,end_to_end_policy,cpu,0.470409,4,123,Shortest+Risk (No Teacher)
49,end_to_end_policy,cpu,0.440663,5,123,Shortest-Oracle Only
49,end_to_end_policy,cpu,0.460926,6,123,Fixed Manual Prior
50,end_to_end_policy,cpu,0.452934,0,123,Shortest+Risk (No Teacher)
50,end_to_end_policy,cpu,0.450851,1,123,Teacher+Shortest+Risk
50,end_to_end_policy,cpu,0.456683,2,123,Existing Phase11 Predictive Prior
50,end_to_end_policy,cpu,0.476079,3,123,Shortest-Oracle Only
50,end_to_end_policy,cpu,0.466039,4,123,Risk-Oracle Only
50,end_to_end_policy,cpu,0.452289,5,123,Teacher Distillation Only
50,end_to_end_policy,cpu,0.470549,6,123,Fixed Manual Prior
51,end_to_end_policy,cpu,0.482977,0,123,Existing Phase11 Predictive Prior
51,end_to_end_policy,cpu,0.467803,1,123,Fixed Manual Prior
51,end_to_end_policy,cpu,0.448676,2,123,Teacher Distillation Only
51,end_to_end_policy,cpu,0.457948,3,123,Teacher+Shortest+Risk
51,end_to_end_policy,cpu,0.433479,4,123,Shortest-Oracle Only
51,end_to_end_policy,cpu,0.469282,5,123,Risk-Oracle Only
51,end_to_end_policy,cpu,0.433986,6,123,Shortest+Risk (No Teacher)
52,end_to_end_policy,cpu,0.504722,0,123,Teacher+Shortest+Risk
52,end_to_end_policy,cpu,0.444069,1,123,Shortest-Oracle Only
52,end_to_end_policy,cpu,0.470821,2,123,Shortest+Risk (No Teacher)
52,end_to_end_policy,cpu,0.439673,3,123,Existing Phase11 Predictive Prior
52,end_to_end_policy,cpu,0.478072,4,123,Teacher Distillation Only
52,end_to_end_policy,cpu,0.471286,5,123,Risk-Oracle Only
52,end_to_end_policy,cpu,0.468051,6,123,Fixed Manual Prior
53,end_to_end_policy,cpu,0.458176,0,123,Teacher+Shortest+Risk
53,end_to_end_policy,cpu,0.450941,1,123,Shortest+Risk (No Teacher)
53,end_to_end_policy,cpu,0.458261,2,123,Teacher Distillation Only
53,end_to_end_policy,cpu,0.445783,3,123,Shortest-Oracle Only
53,end_to_end_policy,cpu,0.453665,4,123,Risk-Oracle Only
53,end_to_end_policy,cpu,0.454754,5,123,Fixed Manual Prior
