ci95_high,ci95_low,count,direction,evidence,mean,method_a,method_b,metric,relative_ci95_high_percent,relative_ci95_low_percent,relative_mean_percent,standard_deviation
0.32486816769154647,0.08270326087988214,5,higher_is_better,five-seed scenario-macro paired mean,0.2037857142857143,FastSwitchGLOBE,GAT-GRU-DDQN,overall_pdr,59.705517833905134,9.002747686699994,34.35413276030256,0.09753191523699267
0.3470032197017266,0.11956820886970175,5,higher_is_better,five-seed scenario-macro paired mean,0.23328571428571418,FastSwitchGLOBE,GAT-GRU-DDQN,deadline_delivery_ratio,69.5913391503258,15.291252265119656,42.44129570772272,0.09159944969088772
1.3291993164646163,0.6865149692496697,5,lower_is_better,five-seed scenario-macro paired mean,1.007857142857143,FastSwitchGLOBE,GAT-GRU-DDQN,p95_success_delay,22.85627917783099,13.562253943793394,18.209266560812193,0.258841118236257
37.025908571766735,-15.382527776884096,5,lower_is_better,five-seed scenario-macro paired mean,10.82169039744132,FastSwitchGLOBE,GAT-GRU-DDQN,energy_per_delivered_packet,86.55418079223722,1.9561386777564778,44.255159734996845,21.107497527027043
-1615.1861592974733,-2356.239983559669,5,lower_is_better,five-seed scenario-macro paired mean,-1985.713071428571,FastSwitchGLOBE,GAT-GRU-DDQN,mean_policy_input_bytes,-33.533687994358324,-56.697041211988356,-45.11536460317334,298.4594247183813
0.10851976145133639,0.1056738260611881,5,higher_is_better,five-seed scenario-macro paired mean,0.10709679375626224,SwitchGLOBE Exact,AODV,connected_pair_pdr,13.595683705140063,13.239136317896945,13.417410011518504,0.0011462004668486986
0.11998383441509793,0.11701616558490223,5,higher_is_better,five-seed scenario-macro paired mean,0.11850000000000008,SwitchGLOBE Exact,AODV,overall_pdr,16.30848234768321,15.905109885326516,16.106796116504864,0.0011952286093344462
0.10328069972824404,0.10057644312889892,5,higher_is_better,five-seed scenario-macro paired mean,0.10192857142857148,SwitchGLOBE Exact,AODV,deadline_delivery_ratio,14.03815336112055,13.670584502957137,13.854368932038843,0.0010891393344268903
-0.32562837414274504,-0.48865734014296835,5,lower_is_better,five-seed scenario-macro paired mean,-0.4071428571428567,SwitchGLOBE Exact,AODV,p95_success_delay,-8.4422171074045,-12.668894003706585,-10.555555555555543,0.06565991539589362
13.194557112981945,13.188781133625854,5,lower_is_better,five-seed scenario-macro paired mean,13.1916691233039,SwitchGLOBE Exact,AODV,energy_per_delivered_packet,85.57013062772639,85.53267190108845,85.55140126440742,0.0023262756622572643
-4548.433899000147,-4808.938100999852,5,lower_is_better,five-seed scenario-macro paired mean,-4678.686,SwitchGLOBE Exact,AODV,mean_policy_input_bytes,-3186.8754906951767,-3369.3986349269667,-3278.1370628110717,104.91806629965409
0.140967818193413,0.13812188280326473,5,higher_is_better,five-seed scenario-macro paired mean,0.13954485049833887,SwitchGLOBE Exact,OLSR,connected_pair_pdr,18.40924523539027,18.03758932702235,18.22341728120631,0.0011462004668486986
0.1517695487008121,0.14880187987061644,5,higher_is_better,five-seed scenario-macro paired mean,0.15028571428571427,SwitchGLOBE Exact,OLSR,overall_pdr,21.560362068101163,21.138775425556872,21.349568746829018,0.0011952286093344462
0.13506641401395822,0.13236215741461313,5,higher_is_better,five-seed scenario-macro paired mean,0.13371428571428567,SwitchGLOBE Exact,OLSR,deadline_delivery_ratio,19.187516957842874,18.803350622065793,18.995433789954333,0.0010891393344268903
-1.0434855169998887,-1.2065144830001122,5,lower_is_better,five-seed scenario-macro paired mean,-1.1250000000000004,SwitchGLOBE Exact,OLSR,p95_success_delay,-33.239584159268375,-38.432770789537145,-35.83617747440276,0.06565991539589362
24.93857354800415,24.932797568648063,5,lower_is_better,five-seed scenario-macro paired mean,24.935685558326107,SwitchGLOBE Exact,OLSR,energy_per_delivered_packet,91.80879663898126,91.78753296433392,91.79816480165759,0.002326275662256987
-4553.462113285861,-4813.966315285566,5,lower_is_better,five-seed scenario-macro paired mean,-4683.714214285714,SwitchGLOBE Exact,OLSR,mean_policy_input_bytes,-3306.9018428834834,-3496.0901581125017,-3401.4960004979926,104.91806629965409
0.22346623616525288,0.2206203007751046,5,higher_is_better,five-seed scenario-macro paired mean,0.22204326847017875,SwitchGLOBE Exact,Greedy Geographic,connected_pair_pdr,32.70654297284662,32.29001155524581,32.498277264046216,0.0011462004668486986
0.2139124058436693,0.21094473701347363,5,higher_is_better,five-seed scenario-macro paired mean,0.21242857142857147,SwitchGLOBE Exact,Greedy Geographic,overall_pdr,33.330814488718644,32.868406435043184,33.099610461880914,0.0011952286093344462
0.20185212829967253,0.19914787170032744,5,higher_is_better,five-seed scenario-macro paired mean,0.20049999999999998,SwitchGLOBE Exact,Greedy Geographic,deadline_delivery_ratio,31.68082731160781,31.25639241933391,31.46860986547086,0.0010891393344268903
-0.6149140884284592,-0.7779430544286825,5,lower_is_better,five-seed scenario-macro paired mean,-0.6964285714285708,SwitchGLOBE Exact,Greedy Geographic,p95_success_delay,-17.234829305302156,-21.804209733736847,-19.519519519519502,0.06565991539589362
23.53559613611794,23.529820156761854,5,lower_is_better,five-seed scenario-macro paired mean,23.532708146439898,SwitchGLOBE Exact,Greedy Geographic,energy_per_delivered_packet,91.36268654944784,91.34026481054757,91.3514756799977,0.002326275662256987
-2407.3613990001472,-2667.8656009998535,5,lower_is_better,five-seed scenario-macro paired mean,-2537.6135000000004,SwitchGLOBE Exact,Greedy Geographic,mean_policy_input_bytes,-105.41050720996226,-116.81713692269274,-111.1138220663275,104.91806629965409
0.021607289759875144,0.015204592709814732,5,higher_is_better,five-seed scenario-macro paired mean,0.018405941234844937,SwitchGLOBE Exact,Evo-QGeo (Adapted),connected_pair_pdr,2.4404890941352915,1.7109867332465956,2.0757379136909435,0.0025786862109640585
