action_sequence,backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,node_trajectory,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
"[6,2]",0.0,0.0,0.0,0.0,6.310889959335327,1,,,2.0,4,1.65082,1.7119677999999998,1.71740316,3.30164,2,1,,0,,2.1552290000000003,1100000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,10.18383257964045,0.19101154804229736,0.0,"[3,6,2]",1.0,3490,4.0,,0.0,heldout_medium,2,0.0,0.0,0.5,11.037417364120483,2718,2,1.2454143363902581
"[2,6]",0.0,0.0,0.0,0.0,5.020563960075378,1,,,2.0,4,1.5608305,1.5713654499999998,1.5723018899999999,3.121661,2,1,,0,,1.9679200000000001,1100001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.11677336692810059,0.0,"[7,2,6]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.797459077835082,2718,2,0.9184095742707834
"[2,6,5]",0.0,0.0,0.0,0.0,7.833065092563629,1,,,4.0,7,1.530923,1.5483173,1.5498634599999999,4.601351,3,1,,0,,2.54579,1100002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.0912407636642456,0.0,"[3,2,6,5]",0.75,5235,3.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.684932708740234,2718,3,1.6116792519910101
"[4,7]",0.0,0.0,0.0,0.0,5.282225847244263,1,,,2.0,4,1.5268145,1.52731265,1.52735693,3.053629,2,1,,0,,1.12531,1100003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.2020200490951538,0.0,"[2,4,7]",1.0,3490,3.375,,0.0,heldout_medium,2,0.0,0.0,0.5,10.651459741592408,2718,2,0.9098582117970189
"[7,1]",0.0,0.0,0.0,0.0,6.474392890930176,1,,,2.0,4,1.5175325000000002,1.53754355,1.5393223100000002,3.0350650000000003,2,1,,0,,1.183743,1100004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,8.151648050685244,0.15219110250473022,0.0,"[3,7,1]",1.0,3490,2.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.722914648056031,2718,2,1.3128961105718773
"[5,0,6]",0.0,0.0,0.0,0.0,10.629551649093628,1,,,3.0,6,1.523053,1.5298633000000001,1.5304686600000001,4.564985,3,1,,0,,2.121117,1100005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.0406796932220459,0.0,"[4,5,0,6]",1.0,5235,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.423794174194336,2718,3,2.369984529168935
"[1,3,0]",0.0,0.0,0.0,0.0,10.122877836227417,1,,,4.0,7,1.530898,1.572928,1.576664,4.608834,3,1,,0,,2.340115,1100006,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.00989001989364624,0.0,"[2,1,3,0]",0.75,5235,5.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.575439500808715,2718,3,2.167385196916104
"[0,4]",0.0,0.0,0.0,0.0,5.743571519851685,1,,,2.0,4,1.501265,1.5027959,1.50293198,3.00253,2,1,,0,,1.403479,1100007,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,10.901305315310605,0.13309800624847412,0.0,"[1,0,4]",1.0,3490,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.939948749542236,2718,2,1.0752696953619996
"[0,6]",0.0,0.0,0.0,0.0,6.424596548080444,1,,,2.0,4,1.5113254999999999,1.52014685,1.52093097,3.0226509999999998,2,1,,0,,1.525281,1100008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.10769736766815186,0.0,"[2,0,6]",1.0,3490,2.875,,0.0,heldout_medium,2,0.0,0.0,0.5,11.047343301773072,2718,2,1.3057808199219956
"[7,6]",0.0,0.0,0.0,0.0,4.102652430534363,1,,,2.0,4,1.4935795,1.5015242500000001,1.50223045,2.987159,2,1,,0,,1.111195,1100009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.28839194774627686,0.0,"[0,7,6]",1.0,3490,2.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.62037422657013,2718,2,0.6050165978419892
"[6,0,5]",0.0,0.0,0.0,0.0,6.874256014823914,1,,,3.0,6,1.497289,1.5299437,1.5328463399999999,4.523859,3,1,,0,,1.8884699999999999,1100010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Fixed Manual Prior,8.118479691228213,0.3382644057273865,0.0,"[1,6,0,5]",1.0,5235,4.125,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.867658352851867,2718,3,1.006123737122551
"[5,4]",0.0,0.0,0.0,0.0,4.905057311058044,1,,,2.0,4,1.509806,1.5183326,1.51909052,3.019612,2,1,,0,,1.2900420000000001,1100011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,0.4036857180797547,0.016938984394073486,0.0,"[3,5,4]",1.0,3490,2.875,,0.0,heldout_medium,2,0.0,0.0,0.5,10.760739922523499,2718,2,1.0255568114490616
"[5,2]",0.0,0.0,0.0,0.0,4.979211449623108,1,,,2.0,4,1.5479535,1.55510805,1.55574401,3.095907,2,1,,0,,1.794261,1100012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.06158322095870972,0.0,"[0,5,2]",1.0,3490,2.5,,0.0,heldout_medium,2,0.0,0.0,0.5,10.700611901283265,2718,2,0.97449848326566
"[0,2]",0.0,0.0,0.0,0.0,7.146505117416382,1,,,2.0,4,1.5194655,1.52827875,1.52906215,3.038931,2,1,,0,,2.118713,1100013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.08324450254440308,0.0,"[4,0,2]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,11.027259731292725,2718,2,1.5971158193157642
"[7,3]",0.0,0.0,0.0,0.0,5.336532235145569,1,,,2.0,4,1.5022145,1.50546125,1.50574985,3.004429,2,1,,0,,1.698083,1100014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,8.268041821936714,0.06349343061447144,0.0,"[0,7,3]",1.0,3490,2.625,,0.0,heldout_medium,2,0.0,0.0,0.5,10.866651391983034,2718,2,1.035151379575507
"[6,4]",0.0,0.0,0.0,0.0,4.684369206428528,1,,,2.0,4,1.4988125,1.49993435,1.50003407,2.997625,2,1,,0,,1.402329,1100015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.279763400554657,0.0,"[1,6,4]",1.0,3490,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.657536339759826,2718,2,0.7220116233523912
