block,component,device,latency_ms,order_position,training_seed,variant
23,end_to_end_policy,cpu,0.492413,3,77,Teacher Distillation Only
23,end_to_end_policy,cpu,0.460567,4,77,Teacher+Shortest+Risk
23,end_to_end_policy,cpu,0.486254,5,77,Existing Phase11 Predictive Prior
23,end_to_end_policy,cpu,0.460427,6,77,Shortest+Risk (No Teacher)
24,end_to_end_policy,cpu,0.506882,0,77,Shortest+Risk (No Teacher)
24,end_to_end_policy,cpu,0.45904,1,77,Existing Phase11 Predictive Prior
24,end_to_end_policy,cpu,0.488243,2,77,Shortest-Oracle Only
24,end_to_end_policy,cpu,0.461377,3,77,Teacher Distillation Only
24,end_to_end_policy,cpu,0.48303,4,77,Risk-Oracle Only
24,end_to_end_policy,cpu,0.497886,5,77,Teacher+Shortest+Risk
24,end_to_end_policy,cpu,0.502987,6,77,Fixed Manual Prior
25,end_to_end_policy,cpu,0.482299,0,77,Risk-Oracle Only
25,end_to_end_policy,cpu,0.494877,1,77,Teacher+Shortest+Risk
25,end_to_end_policy,cpu,0.46445,2,77,Teacher Distillation Only
25,end_to_end_policy,cpu,0.49226,3,77,Shortest+Risk (No Teacher)
25,end_to_end_policy,cpu,0.463038,4,77,Shortest-Oracle Only
25,end_to_end_policy,cpu,0.49546,5,77,Existing Phase11 Predictive Prior
25,end_to_end_policy,cpu,0.473196,6,77,Fixed Manual Prior
26,end_to_end_policy,cpu,0.513869,0,77,Risk-Oracle Only
26,end_to_end_policy,cpu,0.467069,1,77,Existing Phase11 Predictive Prior
26,end_to_end_policy,cpu,0.488342,2,77,Shortest+Risk (No Teacher)
26,end_to_end_policy,cpu,0.460833,3,77,Teacher+Shortest+Risk
26,end_to_end_policy,cpu,0.480723,4,77,Teacher Distillation Only
26,end_to_end_policy,cpu,0.477421,5,77,Shortest-Oracle Only
26,end_to_end_policy,cpu,0.469846,6,77,Fixed Manual Prior
27,end_to_end_policy,cpu,0.481736,0,77,Existing Phase11 Predictive Prior
27,end_to_end_policy,cpu,0.472164,1,77,Fixed Manual Prior
27,end_to_end_policy,cpu,0.480584,2,77,Risk-Oracle Only
27,end_to_end_policy,cpu,0.468664,3,77,Shortest+Risk (No Teacher)
27,end_to_end_policy,cpu,0.480785,4,77,Teacher Distillation Only
27,end_to_end_policy,cpu,0.469127,5,77,Shortest-Oracle Only
27,end_to_end_policy,cpu,0.47573,6,77,Teacher+Shortest+Risk
28,end_to_end_policy,cpu,0.500718,0,77,Fixed Manual Prior
28,end_to_end_policy,cpu,0.482169,1,77,Existing Phase11 Predictive Prior
28,end_to_end_policy,cpu,0.471174,2,77,Risk-Oracle Only
28,end_to_end_policy,cpu,0.57026,3,77,Shortest+Risk (No Teacher)
28,end_to_end_policy,cpu,0.504889,4,77,Shortest-Oracle Only
28,end_to_end_policy,cpu,0.510829,5,77,Teacher+Shortest+Risk
28,end_to_end_policy,cpu,0.484496,6,77,Teacher Distillation Only
29,end_to_end_policy,cpu,0.486306,0,77,Shortest+Risk (No Teacher)
29,end_to_end_policy,cpu,0.488772,1,77,Teacher Distillation Only
29,end_to_end_policy,cpu,0.469117,2,77,Risk-Oracle Only
29,end_to_end_policy,cpu,0.468625,3,77,Existing Phase11 Predictive Prior
29,end_to_end_policy,cpu,0.482686,4,77,Teacher+Shortest+Risk
29,end_to_end_policy,cpu,0.472207,5,77,Fixed Manual Prior
29,end_to_end_policy,cpu,0.482766,6,77,Shortest-Oracle Only
30,end_to_end_policy,cpu,0.485372,0,77,Existing Phase11 Predictive Prior
30,end_to_end_policy,cpu,0.492133,1,77,Shortest-Oracle Only
30,end_to_end_policy,cpu,0.477531,2,77,Teacher+Shortest+Risk
30,end_to_end_policy,cpu,0.481092,3,77,Teacher Distillation Only
30,end_to_end_policy,cpu,0.474274,4,77,Fixed Manual Prior
30,end_to_end_policy,cpu,0.480107,5,77,Risk-Oracle Only
30,end_to_end_policy,cpu,0.47087,6,77,Shortest+Risk (No Teacher)
31,end_to_end_policy,cpu,0.49133,0,77,Teacher+Shortest+Risk
31,end_to_end_policy,cpu,0.46852,1,77,Fixed Manual Prior
31,end_to_end_policy,cpu,0.476962,2,77,Shortest+Risk (No Teacher)
31,end_to_end_policy,cpu,0.485697,3,77,Teacher Distillation Only
31,end_to_end_policy,cpu,0.480389,4,77,Shortest-Oracle Only
31,end_to_end_policy,cpu,0.472662,5,77,Risk-Oracle Only
31,end_to_end_policy,cpu,0.482581,6,77,Existing Phase11 Predictive Prior
32,end_to_end_policy,cpu,0.480547,0,77,Teacher+Shortest+Risk
32,end_to_end_policy,cpu,0.476615,1,77,Teacher Distillation Only
32,end_to_end_policy,cpu,0.453317,2,77,Shortest+Risk (No Teacher)
32,end_to_end_policy,cpu,0.59571,3,77,Fixed Manual Prior
32,end_to_end_policy,cpu,0.486441,4,77,Risk-Oracle Only
32,end_to_end_policy,cpu,0.487469,5,77,Shortest-Oracle Only
32,end_to_end_policy,cpu,0.469868,6,77,Existing Phase11 Predictive Prior
33,end_to_end_policy,cpu,0.501247,0,77,Teacher Distillation Only
33,end_to_end_policy,cpu,0.471469,1,77,Existing Phase11 Predictive Prior
33,end_to_end_policy,cpu,0.483617,2,77,Teacher+Shortest+Risk
33,end_to_end_policy,cpu,0.472353,3,77,Fixed Manual Prior
33,end_to_end_policy,cpu,0.480424,4,77,Shortest+Risk (No Teacher)
33,end_to_end_policy,cpu,0.456968,5,77,Shortest-Oracle Only
33,end_to_end_policy,cpu,0.510842,6,77,Risk-Oracle Only
34,end_to_end_policy,cpu,0.494405,0,77,Existing Phase11 Predictive Prior
34,end_to_end_policy,cpu,0.497134,1,77,Fixed Manual Prior
34,end_to_end_policy,cpu,0.492844,2,77,Shortest-Oracle Only
34,end_to_end_policy,cpu,0.485224,3,77,Teacher Distillation Only
34,end_to_end_policy,cpu,0.466881,4,77,Shortest+Risk (No Teacher)
34,end_to_end_policy,cpu,0.487225,5,77,Risk-Oracle Only
34,end_to_end_policy,cpu,0.456963,6,77,Teacher+Shortest+Risk
35,end_to_end_policy,cpu,0.506685,0,77,Shortest+Risk (No Teacher)
35,end_to_end_policy,cpu,0.4712,1,77,Shortest-Oracle Only
35,end_to_end_policy,cpu,0.498924,2,77,Fixed Manual Prior
35,end_to_end_policy,cpu,0.459404,3,77,Teacher Distillation Only
35,end_to_end_policy,cpu,0.496206,4,77,Teacher+Shortest+Risk
35,end_to_end_policy,cpu,0.489453,5,77,Risk-Oracle Only
35,end_to_end_policy,cpu,0.494733,6,77,Existing Phase11 Predictive Prior
36,end_to_end_policy,cpu,0.473163,0,77,Existing Phase11 Predictive Prior
36,end_to_end_policy,cpu,0.600497,1,77,Teacher+Shortest+Risk
36,end_to_end_policy,cpu,0.478836,2,77,Risk-Oracle Only
36,end_to_end_policy,cpu,0.493198,3,77,Teacher Distillation Only
36,end_to_end_policy,cpu,0.468891,4,77,Fixed Manual Prior
36,end_to_end_policy,cpu,0.488038,5,77,Shortest-Oracle Only
36,end_to_end_policy,cpu,0.458984,6,77,Shortest+Risk (No Teacher)
37,end_to_end_policy,cpu,0.505636,0,77,Shortest-Oracle Only
37,end_to_end_policy,cpu,0.479249,1,77,Teacher+Shortest+Risk
37,end_to_end_policy,cpu,0.488141,2,77,Fixed Manual Prior
37,end_to_end_policy,cpu,0.468372,3,77,Shortest+Risk (No Teacher)
37,end_to_end_policy,cpu,0.48985,4,77,Risk-Oracle Only
37,end_to_end_policy,cpu,0.458199,5,77,Teacher Distillation Only
37,end_to_end_policy,cpu,0.49823,6,77,Existing Phase11 Predictive Prior
38,end_to_end_policy,cpu,0.473643,0,77,Existing Phase11 Predictive Prior
38,end_to_end_policy,cpu,0.495011,1,77,Shortest-Oracle Only
38,end_to_end_policy,cpu,0.460642,2,77,Shortest+Risk (No Teacher)
38,end_to_end_policy,cpu,0.531067,3,77,Teacher+Shortest+Risk
38,end_to_end_policy,cpu,0.468616,4,77,Fixed Manual Prior
38,end_to_end_policy,cpu,0.523713,5,77,Teacher Distillation Only
38,end_to_end_policy,cpu,0.465561,6,77,Risk-Oracle Only
39,end_to_end_policy,cpu,0.543284,0,77,Fixed Manual Prior
39,end_to_end_policy,cpu,0.484855,1,77,Teacher+Shortest+Risk
39,end_to_end_policy,cpu,0.490758,2,77,Shortest-Oracle Only
39,end_to_end_policy,cpu,0.486143,3,77,Risk-Oracle Only
39,end_to_end_policy,cpu,0.492232,4,77,Shortest+Risk (No Teacher)
39,end_to_end_policy,cpu,0.458166,5,77,Existing Phase11 Predictive Prior
39,end_to_end_policy,cpu,0.641797,6,77,Teacher Distillation Only
40,end_to_end_policy,cpu,0.523265,0,77,Shortest+Risk (No Teacher)
40,end_to_end_policy,cpu,0.528585,1,77,Teacher Distillation Only
40,end_to_end_policy,cpu,0.490077,2,77,Existing Phase11 Predictive Prior
40,end_to_end_policy,cpu,0.490375,3,77,Teacher+Shortest+Risk
40,end_to_end_policy,cpu,0.474835,4,77,Shortest-Oracle Only
40,end_to_end_policy,cpu,0.497659,5,77,Fixed Manual Prior
40,end_to_end_policy,cpu,0.475301,6,77,Risk-Oracle Only
41,end_to_end_policy,cpu,0.53152,0,77,Existing Phase11 Predictive Prior
41,end_to_end_policy,cpu,0.496524,1,77,Teacher Distillation Only
41,end_to_end_policy,cpu,0.498872,2,77,Shortest+Risk (No Teacher)
41,end_to_end_policy,cpu,0.491873,3,77,Teacher+Shortest+Risk
41,end_to_end_policy,cpu,0.470556,4,77,Fixed Manual Prior
41,end_to_end_policy,cpu,0.469987,5,77,Shortest-Oracle Only
41,end_to_end_policy,cpu,0.516885,6,77,Risk-Oracle Only
42,end_to_end_policy,cpu,0.523278,0,77,Shortest-Oracle Only
42,end_to_end_policy,cpu,0.491898,1,77,Existing Phase11 Predictive Prior
42,end_to_end_policy,cpu,0.515773,2,77,Shortest+Risk (No Teacher)
42,end_to_end_policy,cpu,0.491636,3,77,Teacher+Shortest+Risk
42,end_to_end_policy,cpu,0.53102,4,77,Teacher Distillation Only
42,end_to_end_policy,cpu,0.483922,5,77,Risk-Oracle Only
42,end_to_end_policy,cpu,0.504202,6,77,Fixed Manual Prior
43,end_to_end_policy,cpu,0.474996,0,77,Teacher+Shortest+Risk
43,end_to_end_policy,cpu,0.509158,1,77,Fixed Manual Prior
43,end_to_end_policy,cpu,0.462065,2,77,Teacher Distillation Only
43,end_to_end_policy,cpu,0.492861,3,77,Shortest-Oracle Only
43,end_to_end_policy,cpu,0.562453,4,77,Existing Phase11 Predictive Prior
43,end_to_end_policy,cpu,0.515404,5,77,Shortest+Risk (No Teacher)
43,end_to_end_policy,cpu,0.46847,6,77,Risk-Oracle Only
44,end_to_end_policy,cpu,0.517403,0,77,Teacher Distillation Only
44,end_to_end_policy,cpu,0.465281,1,77,Fixed Manual Prior
44,end_to_end_policy,cpu,0.500791,2,77,Risk-Oracle Only
44,end_to_end_policy,cpu,0.462045,3,77,Existing Phase11 Predictive Prior
44,end_to_end_policy,cpu,0.497541,4,77,Shortest-Oracle Only
44,end_to_end_policy,cpu,0.458108,5,77,Shortest+Risk (No Teacher)
44,end_to_end_policy,cpu,0.508755,6,77,Teacher+Shortest+Risk
45,end_to_end_policy,cpu,0.476413,0,77,Existing Phase11 Predictive Prior
45,end_to_end_policy,cpu,0.537045,1,77,Shortest+Risk (No Teacher)
45,end_to_end_policy,cpu,0.463076,2,77,Risk-Oracle Only
45,end_to_end_policy,cpu,0.51326,3,77,Teacher Distillation Only
45,end_to_end_policy,cpu,0.46868,4,77,Teacher+Shortest+Risk
45,end_to_end_policy,cpu,0.499798,5,77,Fixed Manual Prior
45,end_to_end_policy,cpu,0.46307,6,77,Shortest-Oracle Only
46,end_to_end_policy,cpu,0.514992,0,77,Fixed Manual Prior
46,end_to_end_policy,cpu,0.464891,1,77,Existing Phase11 Predictive Prior
46,end_to_end_policy,cpu,0.499319,2,77,Risk-Oracle Only
46,end_to_end_policy,cpu,0.461432,3,77,Teacher Distillation Only
46,end_to_end_policy,cpu,0.496979,4,77,Shortest-Oracle Only
46,end_to_end_policy,cpu,0.459179,5,77,Shortest+Risk (No Teacher)
46,end_to_end_policy,cpu,0.485445,6,77,Teacher+Shortest+Risk
47,end_to_end_policy,cpu,0.471427,0,77,Risk-Oracle Only
47,end_to_end_policy,cpu,0.490548,1,77,Existing Phase11 Predictive Prior
47,end_to_end_policy,cpu,0.580527,2,77,Shortest+Risk (No Teacher)
47,end_to_end_policy,cpu,0.510994,3,77,Fixed Manual Prior
47,end_to_end_policy,cpu,0.46666,4,77,Teacher+Shortest+Risk
47,end_to_end_policy,cpu,0.498785,5,77,Teacher Distillation Only
47,end_to_end_policy,cpu,0.463168,6,77,Shortest-Oracle Only
48,end_to_end_policy,cpu,0.509074,0,77,Teacher Distillation Only
48,end_to_end_policy,cpu,0.476805,1,77,Shortest+Risk (No Teacher)
48,end_to_end_policy,cpu,0.502554,2,77,Teacher+Shortest+Risk
48,end_to_end_policy,cpu,0.471395,3,77,Existing Phase11 Predictive Prior
48,end_to_end_policy,cpu,0.493756,4,77,Risk-Oracle Only
48,end_to_end_policy,cpu,0.46102,5,77,Fixed Manual Prior
48,end_to_end_policy,cpu,0.498698,6,77,Shortest-Oracle Only
49,end_to_end_policy,cpu,0.474391,0,77,Teacher+Shortest+Risk
49,end_to_end_policy,cpu,0.494181,1,77,Teacher Distillation Only
49,end_to_end_policy,cpu,0.458417,2,77,Fixed Manual Prior
49,end_to_end_policy,cpu,0.491051,3,77,Risk-Oracle Only
49,end_to_end_policy,cpu,0.45824,4,77,Shortest+Risk (No Teacher)
49,end_to_end_policy,cpu,0.488099,5,77,Shortest-Oracle Only
49,end_to_end_policy,cpu,0.461267,6,77,Existing Phase11 Predictive Prior
50,end_to_end_policy,cpu,0.501095,0,77,Teacher+Shortest+Risk
50,end_to_end_policy,cpu,0.463224,1,77,Shortest-Oracle Only
50,end_to_end_policy,cpu,0.482818,2,77,Existing Phase11 Predictive Prior
50,end_to_end_policy,cpu,0.462645,3,77,Shortest+Risk (No Teacher)
50,end_to_end_policy,cpu,0.465906,4,77,Risk-Oracle Only
50,end_to_end_policy,cpu,0.479006,5,77,Fixed Manual Prior
50,end_to_end_policy,cpu,0.477116,6,77,Teacher Distillation Only
51,end_to_end_policy,cpu,0.602516,0,77,Existing Phase11 Predictive Prior
51,end_to_end_policy,cpu,0.510712,1,77,Shortest+Risk (No Teacher)
51,end_to_end_policy,cpu,0.467768,2,77,Teacher Distillation Only
51,end_to_end_policy,cpu,0.497163,3,77,Risk-Oracle Only
51,end_to_end_policy,cpu,0.465016,4,77,Fixed Manual Prior
51,end_to_end_policy,cpu,0.492779,5,77,Teacher+Shortest+Risk
51,end_to_end_policy,cpu,0.468595,6,77,Shortest-Oracle Only
52,end_to_end_policy,cpu,0.503816,0,77,Risk-Oracle Only
52,end_to_end_policy,cpu,0.468081,1,77,Teacher+Shortest+Risk
52,end_to_end_policy,cpu,0.486319,2,77,Teacher Distillation Only
52,end_to_end_policy,cpu,0.466398,3,77,Existing Phase11 Predictive Prior
52,end_to_end_policy,cpu,0.471138,4,77,Shortest-Oracle Only
52,end_to_end_policy,cpu,0.481292,5,77,Shortest+Risk (No Teacher)
52,end_to_end_policy,cpu,0.473443,6,77,Fixed Manual Prior
53,end_to_end_policy,cpu,0.498252,0,77,Fixed Manual Prior
53,end_to_end_policy,cpu,0.471534,1,77,Shortest-Oracle Only
53,end_to_end_policy,cpu,0.481225,2,77,Existing Phase11 Predictive Prior
53,end_to_end_policy,cpu,0.469881,3,77,Teacher Distillation Only
53,end_to_end_policy,cpu,0.479207,4,77,Risk-Oracle Only
53,end_to_end_policy,cpu,0.479574,5,77,Teacher+Shortest+Risk
