action_sequence,backup_available_steps,branch_disagreement_steps,control_bytes,control_messages,cumulative_link_distance,deadline_met,deadline_met_latency_aware,deadline_ms,deadline_slack_steps,deadline_steps,decision_latency_p50_ms,decision_latency_p95_ms,decision_latency_p99_ms,decision_latency_total_ms,delay_steps,delivered,drop_reason,dropped,effective_end_to_end_delay_ms,environment_step_time_total_ms,evaluation_seed,expected_transmissions_proxy,false_switch_steps,fast_failover_miss_steps,fast_failover_steps,freshness_cache_capacity_evictions,freshness_cache_hit_steps,freshness_cache_miss_steps,freshness_cache_stale_evictions,freshness_cache_state_evictions,hop_count,initial_shortest_hops,initially_connected,late_delivery,local_observation_bytes,loop,mean_per_hop_delay,mean_selected_danger,method,minimum_link_lifetime_steps,minimum_link_margin,missed_risk_steps,node_trajectory,path_stretch,policy_input_bytes,queue_delay_proxy,routing_step_duration_ms,safe_forward_candidates,scenario,steps,switch_danger_reduction,switch_steps,throughput,total_reward,training_seed,transmission_attempts,transmission_energy_proxy
"[6,2]",0.0,0.0,0.0,0.0,6.310889959335327,1,,,2.0,4,1.7001875,1.76327255,1.76888011,3.400375,2,1,,0,,2.097847,1100000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,10.18383257964045,0.19101154804229736,0.0,"[3,6,2]",1.0,3490,4.0,,0.0,heldout_medium,2,0.0,0.0,0.5,11.037417364120483,77,2,1.2454143363902581
"[2,6]",0.0,0.0,0.0,0.0,5.020563960075378,1,,,2.0,4,1.63338,1.6382427000000002,1.63867494,3.26676,2,1,,0,,1.970064,1100001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.11677336692810059,0.0,"[7,2,6]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.797459077835082,77,2,0.9184095742707834
"[2,6,5]",0.0,0.0,0.0,0.0,7.833065092563629,1,,,4.0,7,1.611652,1.6389166,1.64134012,4.862192,3,1,,0,,2.583147,1100002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.0912407636642456,0.0,"[3,2,6,5]",0.75,5235,3.5,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.684932708740234,77,3,1.6116792519910101
"[4,7]",0.0,0.0,0.0,0.0,5.282225847244263,1,,,2.0,4,1.600694,1.6044614000000001,1.6047962800000002,3.201388,2,1,,0,,1.196132,1100003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.2020200490951538,0.0,"[2,4,7]",1.0,3490,3.375,,0.0,heldout_medium,2,0.0,0.0,0.5,10.651459741592408,77,2,0.9098582117970189
"[7,1]",0.0,0.0,0.0,0.0,6.474392890930176,1,,,2.0,4,1.5942180000000001,1.607628,1.6088200000000001,3.1884360000000003,2,1,,0,,1.203989,1100004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,8.151648050685244,0.15219110250473022,0.0,"[3,7,1]",1.0,3490,2.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.722914648056031,77,2,1.3128961105718773
"[5,0,6]",0.0,0.0,0.0,0.0,10.629551649093628,1,,,3.0,6,1.614102,1.6246032,1.62553664,4.843172,3,1,,0,,2.124079,1100005,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.0406796932220459,0.0,"[4,5,0,6]",1.0,5235,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.423794174194336,77,3,2.369984529168935
"[1,3,0]",0.0,0.0,0.0,0.0,10.122877836227417,1,,,4.0,7,1.606548,1.6161825,1.6170389,4.815201,3,1,,0,,2.313812,1100006,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.00989001989364624,0.0,"[2,1,3,0]",0.75,5235,5.375,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.575439500808715,77,3,2.167385196916104
"[0,4]",0.0,0.0,0.0,0.0,5.743571519851685,1,,,2.0,4,1.6143485,1.6331562499999999,1.6348280499999999,3.228697,2,1,,0,,1.4291019999999999,1100007,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,10.901305315310605,0.13309800624847412,0.0,"[1,0,4]",1.0,3490,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.939948749542236,77,2,1.0752696953619996
"[0,6]",0.0,0.0,0.0,0.0,6.424596548080444,1,,,2.0,4,1.6054119999999998,1.6277149,1.62969738,3.2108239999999997,2,1,,0,,1.555056,1100008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.10769736766815186,0.0,"[2,0,6]",1.0,3490,2.875,,0.0,heldout_medium,2,0.0,0.0,0.5,11.047343301773072,77,2,1.3057808199219956
"[7,6]",0.0,0.0,0.0,0.0,4.102652430534363,1,,,2.0,4,1.6167235,1.62839425,1.62943165,3.233447,2,1,,0,,1.095419,1100009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.28839194774627686,0.0,"[0,7,6]",1.0,3490,2.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.62037422657013,77,2,0.6050165978419892
"[6,0,5]",0.0,0.0,0.0,0.0,6.874256014823914,1,,,3.0,6,1.612624,1.6262166999999998,1.6274249399999998,4.8179300000000005,3,1,,0,,1.912288,1100010,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Fixed Manual Prior,8.118479691228213,0.3382644057273865,0.0,"[1,6,0,5]",1.0,5235,4.125,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.867658352851867,77,3,1.006123737122551
"[5,4]",0.0,0.0,0.0,0.0,4.905057311058044,1,,,2.0,4,1.589372,1.5916922,1.59189844,3.178744,2,1,,0,,1.2787890000000002,1100011,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,0.4036857180797547,0.016938984394073486,0.0,"[3,5,4]",1.0,3490,2.875,,0.0,heldout_medium,2,0.0,0.0,0.5,10.760739922523499,77,2,1.0255568114490616
"[5,2]",0.0,0.0,0.0,0.0,4.979211449623108,1,,,2.0,4,1.6016385,1.60856535,1.60918107,3.203277,2,1,,0,,1.8331650000000002,1100012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.06158322095870972,0.0,"[0,5,2]",1.0,3490,2.5,,0.0,heldout_medium,2,0.0,0.0,0.5,10.700611901283265,77,2,0.97449848326566
"[0,2]",0.0,0.0,0.0,0.0,7.146505117416382,1,,,2.0,4,1.621734,1.6242683999999998,1.6244936799999998,3.243468,2,1,,0,,2.149658,1100013,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.08324450254440308,0.0,"[4,0,2]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,11.027259731292725,77,2,1.5971158193157642
"[7,3]",0.0,0.0,0.0,0.0,5.336532235145569,1,,,2.0,4,1.615483,1.6174,1.6175704,3.230966,2,1,,0,,1.715813,1100014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,8.268041821936714,0.06349343061447144,0.0,"[0,7,3]",1.0,3490,2.625,,0.0,heldout_medium,2,0.0,0.0,0.5,10.866651391983034,77,2,1.035151379575507
"[6,4]",0.0,0.0,0.0,0.0,4.684369206428528,1,,,2.0,4,1.6031275,1.62049975,1.6220439500000001,3.206255,2,1,,0,,1.438802,1100015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.279763400554657,0.0,"[1,6,4]",1.0,3490,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.657536339759826,77,2,0.7220116233523912
"[0,2,6]",0.0,0.0,0.0,0.0,6.770340085029602,1,,,1.0,4,1.615508,1.6168499,1.6169691800000001,4.84682,3,1,,0,,2.0165889999999997,1100016,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,6003,0,1.0,0.0,Fixed Manual Prior,3.6976835557762664,0.21159017086029053,0.0,"[4,0,2,6]",1.5,5235,5.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,10.6177583694458,77,3,1.0333653277633816
"[2,0]",0.0,0.0,0.0,0.0,4.929038047790527,1,,,2.0,4,1.612003,1.6302046000000001,1.63182252,3.224006,2,1,,0,,1.742076,1100017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.22108882665634155,0.0,"[1,2,0]",1.0,3490,2.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.685526275634764,77,2,0.8122273320745776
"[3,6]",0.0,0.0,0.0,0.0,7.201524257659912,1,,,2.0,4,1.5979700000000001,1.6128190999999998,1.6141390199999999,3.1959400000000002,2,1,,0,,2.10621,1100018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.032773494720458984,0.0,"[5,3,6]",1.0,3490,3.625,,0.0,heldout_medium,2,0.0,0.0,0.5,11.157442712783814,77,2,1.6296736319234384
"[6,1,0]",0.0,0.0,0.0,0.0,10.467812776565552,1,,,3.0,6,1.60033,1.6199275,1.6216694999999999,4.822728,3,1,,0,,2.517486,1100019,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,6003,0,1.0,0.0,Fixed Manual Prior,12.0,0.08717823028564453,0.0,"[4,6,1,0]",1.0,5235,4.0,,0.0,heldout_medium,3,0.0,0.0,0.3333333333333333,11.487733507156372,77,3,2.2894634735498762
"[2,0]",0.0,0.0,0.0,0.0,6.9006266593933105,1,,,2.0,4,1.609342,1.6191241,1.61999362,3.218684,2,1,,0,,1.957736,1100020,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,7.9570508239596,0.0176924467086792,0.0,"[5,2,0]",1.0,3490,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.87357783317566,77,2,1.5167529317942154
"[0,3]",0.0,0.0,0.0,0.0,4.950976848602295,1,,,2.0,4,1.5970185,1.61024715,1.61142303,3.194037,2,1,,0,,1.920425,1100021,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.14661765098571777,0.0,"[4,0,3]",1.0,3490,3.25,,0.0,heldout_medium,2,0.0,0.0,0.5,10.782589030265807,77,2,0.8759954754427355
"[3,7]",0.0,0.0,0.0,0.0,6.061603546142578,1,,,2.0,4,1.610855,1.6187966,1.6195025200000002,3.22171,2,1,,0,,2.055339,1100022,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.059296369552612305,0.0,"[6,3,7]",1.0,3490,2.625,,0.0,heldout_medium,2,0.0,0.0,0.5,10.809703159332276,77,2,1.2152002564922668
"[2,7]",0.0,0.0,0.0,0.0,6.721601247787476,1,,,2.0,4,1.614811,1.6180564,1.61834488,3.229622,2,1,,0,,1.792875,1100023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.07531803846359253,0.0,"[1,2,7]",1.0,3490,2.75,,0.0,heldout_medium,2,0.0,0.0,0.5,10.783932304382324,77,2,1.426146955137927
"[6,2]",0.0,0.0,0.0,0.0,5.999647617340088,1,,,2.0,4,1.645969,1.6600045,1.6612521,3.291938,2,1,,0,,1.8649689999999999,1100024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,8.21324739472976,0.2432948350906372,0.0,"[1,6,2]",1.0,3490,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,10.992956733703613,77,2,1.1249589641282256
"[3,5]",0.0,0.0,0.0,0.0,6.46799898147583,1,,,2.0,4,1.6105235,1.61593385,1.61641477,3.221047,2,1,,0,,3.1417580000000003,1100025,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.11597800254821777,0.0,"[0,3,5]",1.0,3490,3.125,,0.0,heldout_medium,2,0.0,0.0,0.5,11.035424661636352,77,2,1.318751270920373
"[4,5]",0.0,0.0,0.0,0.0,4.231948375701904,1,,,2.0,4,1.6220180000000002,1.6248395,1.6250903,3.2440360000000004,2,1,,0,,2.326909,1100026,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.37028998136520386,0.0,"[3,4,5]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.642943477630615,77,2,0.579955960788574
"[0,6]",0.0,0.0,0.0,0.0,4.981682300567627,1,,,2.0,4,1.6138225,1.6246463500000001,1.6256084700000002,3.227645,2,1,,0,,2.994448,1100027,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,12.0,0.007926881313323975,0.0,"[1,0,6]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.79241293668747,77,2,1.0483940065130426
"[6,5]",0.0,0.0,0.0,0.0,4.864949941635132,1,,,2.0,4,1.60578,1.6147098,1.61550356,3.21156,2,1,,0,,1.82225,1100028,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,4002,0,1.0,0.0,Fixed Manual Prior,10.229607309053891,0.3406006693840027,0.0,"[1,6,5]",1.0,3490,3.0,,0.0,heldout_medium,2,0.0,0.0,0.5,10.700191497802734,77,2,0.7448762078498596
